"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"805",899.5,652,900,900,325,47,403,466,748,746,409,519
"806",899.5,585,899,899,43,19,760,797,491,869.5,578,872
"810",896,605,896.5,898,194,148,789,715,357,703,529,663
"807",896,587,896.5,896,432,412,318,445,855,773,727,680.5
"808",896,587,896.5,896,328,576,375,479,816,773,769,734
"809",896,587,896.5,896,372,540,352,464,828,773,765,704
"811",896,538,894,894,35,69,794,815,451,827,580.5,862
"812",887.5,900,892.5,893,882,180,727,116.5,405,337,360,379
"813",887.5,575,892.5,892,230,72,382,556,790,711.5,417,551.5
"814",892.5,524,891,891,366,37,360,497,845,755,506.5,597
"815",864.5,501.5,882,882,311.5,617.5,328.5,484.5,864.5,792.5,799.5,772.5
"816",864.5,501.5,882,882,282,696,355,513,842,792.5,849,818
"817",864.5,501.5,882,882,361.5,672.5,301.5,460.5,880.5,792.5,836.5,778.5
"818",864.5,501.5,882,882,311.5,617.5,328.5,484.5,864.5,792.5,799.5,772.5
"819",864.5,501.5,882,882,282,696,355,513,842,792.5,849,818
"820",864.5,501.5,882,882,311.5,617.5,328.5,484.5,864.5,792.5,799.5,772.5
"821",864.5,501.5,882,882,361.5,672.5,301.5,460.5,880.5,792.5,836.5,778.5
"822",864.5,501.5,882,882,311.5,617.5,328.5,484.5,864.5,792.5,799.5,772.5
"823",864.5,501.5,882,882,282,696,355,513,842,792.5,849,818
"824",864.5,501.5,882,882,361.5,672.5,301.5,460.5,880.5,792.5,836.5,778.5
"825",864.5,501.5,882,882,361.5,672.5,301.5,460.5,880.5,792.5,836.5,778.5
"826",864.5,501.5,882,882,311.5,617.5,328.5,484.5,864.5,792.5,799.5,772.5
"827",864.5,501.5,882,882,282,696,355,513,842,792.5,849,818
"828",864.5,501.5,882,882,361.5,672.5,301.5,460.5,880.5,792.5,836.5,778.5
"829",864.5,501.5,882,882,361.5,672.5,301.5,460.5,880.5,792.5,836.5,778.5
"830",864.5,501.5,882,882,311.5,617.5,328.5,484.5,864.5,792.5,799.5,772.5
"831",864.5,501.5,882,882,282,696,355,513,842,792.5,849,818
"832",892.5,450,873,873,51,22,775,803,458,889,586,873
"833",864.5,779.5,871.5,871.5,883,273.5,734.5,116.5,393.5,311,401,382
"834",864.5,779.5,871.5,871.5,884,273.5,734.5,116.5,393.5,311,402,383
"625",864.5,654,866,870,500,298,563,740,496,391.5,579,516
"838",887.5,491,868.5,869,207,66,834,749,331,669.5,502,659
"835",887.5,464,868.5,867,469,145,305,457,884,746,590,613
"836",887.5,464,868.5,867,426,247,332,481,872,746,663,664
"837",887.5,464,868.5,867,371,249,358,508,854,746,646,673
"839",887.5,394,865,865,224,61,385,528,861,885.5,562,738
"840",887.5,426,864,864,196,220,738,753,626,780,762,898
"628",864.5,616,861,863,440,387,407,666,534,423,504,468
"626",864.5,606,861,862,434,498,413,662,533,438,577,487
"541",864.5,419,861,861,36,52,741,799,456,755,494.5,751
"627",864.5,392,861,859.5,126,24,677,689,476,849,497,710.5
"841",864.5,391,861,859.5,169,150,742,762,618,869.5,761,899
