"","ARI"
"Purity",0.965162295820461
"Fmeasure",0.354802058285271
"RI",0.998800276624427
"ARI",1
"ball_hall",0.280626711475769
"banfeld_raftery",NA
"c_index",-0.433623979618956
"calinski_harabasz",0.769782603524683
"davies_bouldin",-0.0590193924209101
"det_ratio",0.491325186270665
"dunn",-0.259026794981563
"gamma",NA
"g_plus",-0.0103595671211483
"gdi11",-0.259026794981563
"gdi12",-0.258397580047017
"gdi13",-0.262106303778027
"gdi21",0.573562466633792
"gdi22",0.574815098981748
"gdi23",0.552006535759072
"gdi31",0.304954217851535
"gdi32",0.312773557678576
"gdi33",0.305844888976893
"gdi41",0.327277462103878
"gdi42",0.322610588467491
"gdi43",0.318456721005343
"gdi51",-0.0398106378261581
"gdi52",-0.0941766117706861
"gdi53",-0.14247049033632
"ksq_detw",0.0350413197090266
"log_det_ratio",0.596232319256901
"log_ss_ratio",0.613313586183226
"mcclain_rao",-0.388616237851205
"pbm",0.580564181198655
"point_biserial",-0.718022181767902
"ray_turi",-0.0233301231022399
"ratkowsky_lance",0.338690466807138
"scott_symons",NA
"sd_scat",-0.505118505944201
"sd_dis",-0.32587131465186
"s_dbw",NA
"silhouette",0.291379654537717
"tau",-0.0179541062532633
"trace_w",0.0704864164464823
"trace_wib",0.585057244897064
"wemmert_gancarski",0.38108620964127
"xie_beni",-0.0185252060412039
"infomax",0.512224047127011
"Time",-0.00859783542175049
