"","ARI"
"Purity",0.929449056869739
"Fmeasure",-0.177098433833163
"RI",0.986023615605784
"ARI",1
"ball_hall",0.100713494784755
"banfeld_raftery",NA
"c_index",-0.0268397138367919
"calinski_harabasz",0.108181472939864
"davies_bouldin",0.108717270595706
"det_ratio",-0.069204517455777
"dunn",-0.23356992852538
"gamma",0.055131434923353
"g_plus",0.0219042639894573
"gdi11",-0.23356992852538
"gdi12",-0.189391603142856
"gdi13",-0.193943938543672
"gdi21",0.0297962861357202
"gdi22",-0.0676370138163637
"gdi23",-0.0880598606356288
"gdi31",-0.130211815363844
"gdi32",-0.143839537312057
"gdi33",-0.155048720333418
"gdi41",-0.137959295539916
"gdi42",-0.146295427122889
"gdi43",-0.156768644040247
"gdi51",0.283215697998988
"gdi52",0.27911893345653
"gdi53",0.257582138021011
"ksq_detw",0.0581624859855698
"log_det_ratio",-0.12868389559099
"log_ss_ratio",0.134466376457875
"mcclain_rao",0.142113918618677
"pbm",-0.0847534320674842
"point_biserial",0.00511381379537218
"ray_turi",0.0388880026587814
"ratkowsky_lance",-0.162865003268028
"scott_symons",NA
"sd_scat",-0.0135561541888503
"sd_dis",0.0424090275682931
"s_dbw",0.221987010668885
"silhouette",0.00359581652102466
"tau",0.00238031027391147
"trace_w",-0.0507172346037551
"trace_wib",-0.124292889842668
"wemmert_gancarski",-0.169525119655557
"xie_beni",NA
"infomax",0.404281355911184
"Time",0.0368877527071349
