"","ARI"
"Purity",0.970641531763243
"Fmeasure",0.919357357504092
"RI",0.999896487740873
"ARI",1
"ball_hall",0.126467874201365
"banfeld_raftery",NA
"c_index",-0.540787834745959
"calinski_harabasz",0.899128802599174
"davies_bouldin",-0.104030840327076
"det_ratio",0.202989391055112
"dunn",-0.402644926629087
"gamma",NA
"g_plus",-0.00659335879977276
"gdi11",-0.402644926629087
"gdi12",-0.401544954248641
"gdi13",-0.399725454261316
"gdi21",0.73363019024329
"gdi22",0.46730526519165
"gdi23",0.431981596426441
"gdi31",0.442584732520878
"gdi32",0.17615376256871
"gdi33",0.149071149647612
"gdi41",0.446633330537697
"gdi42",0.214222842034344
"gdi43",0.188934920316617
"gdi51",0.230424221351311
"gdi52",-0.0416868688767326
"gdi53",-0.070984368743502
"ksq_detw",-0.038493441238788
"log_det_ratio",0.55963799862474
"log_ss_ratio",0.740514157402415
"mcclain_rao",-0.347731837405408
"pbm",0.687380834322748
"point_biserial",-0.741527650945968
"ray_turi",-0.0677083785441179
"ratkowsky_lance",0.55542043926692
"scott_symons",NA
"sd_scat",-0.596378480102493
"sd_dis",-0.307181321344544
"s_dbw",-0.0237864548228349
"silhouette",0.189303569649587
"tau",0.0421786909296352
"trace_w",-0.131419859687535
"trace_wib",0.526661098719585
"wemmert_gancarski",0.345764109534044
"xie_beni",0.0766915685799931
"infomax",0.743302565169329
"Time",0.0267493025151957
