"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"289",960,960,960,960,114,93,168,262,342,814,54,296
"290",959,959,959,959,135,83,167,263,336,585,28,233
"673",954.5,958,954.5,958,88,42,218,284,322,632.5,34,265
"291",954.5,954,954.5,954,439.5,574.5,316.5,355.5,812.5,941,754.5,694.5
"292",954.5,954,954.5,954,330,693,394,435,763,941,842,832
"293",954.5,954,954.5,954,439.5,574.5,316.5,355.5,812.5,941,754.5,694.5
"294",954.5,954,954.5,954,439.5,574.5,316.5,357.5,812.5,941,756.5,696.5
"295",954.5,954,954.5,954,330,693,394,435,763,941,842,832
"296",954.5,954,954.5,954,439.5,574.5,316.5,357.5,812.5,941,756.5,696.5
"297",954.5,954,954.5,954,330,693,394,435,763,941,842,832
"769",933.5,949,933.5,949,316.5,330.5,512.5,541.5,722.5,669.5,535,592.5
"770",933.5,949,933.5,949,235,381,626,635,677,669.5,602,711
"772",933.5,949,933.5,949,316.5,330.5,512.5,541.5,722.5,669.5,535,592.5
"771",933.5,947,933.5,947,265,198,558,548,724,764,506.5,656
"298",933.5,931.5,933.5,931.5,449.5,483.5,306.5,346.5,817.5,882,651.5,613.5
"299",933.5,931.5,933.5,931.5,587.5,394.5,349.5,380.5,836.5,882,736.5,700
"300",933.5,931.5,933.5,931.5,449.5,483.5,306.5,346.5,817.5,882,651.5,613.5
"301",933.5,931.5,933.5,931.5,681,601,225,289,954,882,887,737
"302",933.5,931.5,933.5,931.5,587.5,394.5,349.5,380.5,836.5,882,736.5,700
"303",933.5,931.5,933.5,931.5,681,601,225,289,954,882,887,737
"304",933.5,931.5,933.5,931.5,341.5,590,380.5,406.5,766.5,882,704.5,670.5
"305",933.5,931.5,933.5,931.5,449.5,483.5,306.5,346.5,817.5,882,651.5,613.5
"306",933.5,931.5,933.5,931.5,681,601,225,289,954,882,887,737
"307",933.5,931.5,933.5,931.5,341.5,590,380.5,406.5,766.5,882,704.5,670.5
"308",933.5,931.5,933.5,931.5,449.5,483.5,306.5,346.5,817.5,882,651.5,613.5
"309",933.5,931.5,933.5,931.5,681,601,225,289,954,882,887,737
"310",933.5,931.5,933.5,931.5,587.5,394.5,349.5,380.5,836.5,882,736.5,700
"311",933.5,931.5,933.5,931.5,449.5,483.5,306.5,346.5,817.5,882,651.5,613.5
"312",933.5,931.5,933.5,931.5,681,601,225,289,954,882,887,737
"313",933.5,931.5,933.5,931.5,449.5,483.5,306.5,346.5,817.5,882,651.5,613.5
"314",933.5,931.5,933.5,931.5,681,601,225,289,954,882,887,737
"315",933.5,931.5,933.5,931.5,341.5,590,380.5,406.5,766.5,882,704.5,670.5
"316",933.5,931.5,933.5,931.5,681,601,225,289,954,882,887,737
"317",933.5,931.5,933.5,931.5,341.5,590,380.5,406.5,766.5,882,704.5,670.5
"318",933.5,931.5,933.5,931.5,436,401,310,354,821,882,584,583
"319",933.5,931.5,933.5,931.5,686,304,220,294,959,882,690,635
"320",933.5,931.5,933.5,931.5,320.5,427.5,390.5,431.5,771.5,882,602,644.5
"321",933.5,931.5,933.5,931.5,598.5,217.5,352.5,383.5,847,882,644,657
"322",933.5,931.5,933.5,931.5,686,304,220,294,959,882,690,635
"323",933.5,931.5,933.5,931.5,587.5,394.5,349.5,380.5,836.5,882,736.5,700
"324",933.5,931.5,933.5,931.5,686,304,220,294,959,882,690,635
"325",933.5,931.5,933.5,931.5,320.5,427.5,390.5,431.5,771.5,882,602,644.5
"326",933.5,931.5,933.5,931.5,598.5,217.5,352.5,383.5,848,882,645,658.5
"385",933.5,931.5,933.5,931.5,73,24,678,685,332,882,347,563
"676",907,912.5,907,912.5,584,361,265,324,874,632.5,497,436
"679",907,912.5,907,912.5,658,205,237,310,906,632.5,436,407
"681",907,912.5,907,912.5,421.5,88.5,728.5,755.5,659.5,632.5,655.5,859.5
"683",907,912.5,907,912.5,421.5,88.5,728.5,755.5,659.5,632.5,655.5,859.5
"773",907,912.5,907,912.5,522,183,377,400,758,632.5,406,433
"774",907,912.5,907,912.5,522,183,377,400,758,632.5,406,433
"775",907,912.5,907,912.5,522,183,377,400,758,632.5,406,433
"776",907,912.5,907,912.5,197,75,884,846,510,632.5,555,858
"680",907,908,907,908,388,673,325,363,825,709.5,646,530
"327",907,906.5,907,902.5,290,590,413,438,740,814,647.5,637
"328",907,906.5,907,902.5,389,405,343,362,782,814,538,513
"674",907,901.5,907,902.5,492,426,281,328,893,941,702,674
"675",907,901.5,907,902.5,565.5,535.5,246.5,315.5,929.5,941,825.5,754.5
"677",907,901.5,907,902.5,314.5,147.5,741.5,757.5,665.5,941,846.5,952.5
"678",907,901.5,907,902.5,314.5,147.5,741.5,757.5,665.5,941,846.5,952.5
"682",907,901.5,907,902.5,565.5,535.5,246.5,315.5,929.5,941,825.5,754.5
"777",907,901.5,907,902.5,25,20,828,799,103,941,355,622
"778",907,901.5,907,902.5,359,6,415,439,789,941,437.5,619
"779",907,901.5,907,902.5,160,71,912,852,516,941,761.5,954
"693",880.5,896.5,880.5,896.5,651,291,242,313,875,585,441,390
"783",880.5,896.5,880.5,896.5,508,140,392,437,736,585,371,406
"687",880.5,895,880.5,895,567,366,264,322,891,669.5,523,464.5
"577",880.5,889,880.5,889,53,36,833,814,399,764,414,729
"695",880.5,889,880.5,889,564,358,263,321,912,764,576,512
"696",880.5,889,880.5,889,637.5,403.5,238.5,307.5,946.5,764,662.5,561.5
"697",880.5,889,880.5,889,406.5,594.5,301.5,351.5,845,764,636.5,552
"698",880.5,889,880.5,889,371,82,736,752,668,764,709,912
"699",880.5,889,880.5,889,406.5,594.5,301.5,351.5,845,764,636.5,552
"700",880.5,889,880.5,889,637.5,403.5,238.5,307.5,946.5,764,662.5,561.5
"701",880.5,889,880.5,889,406.5,594.5,301.5,351.5,843,764,633,538.5
"706",880.5,889,880.5,889,406.5,594.5,301.5,351.5,845,764,636.5,552
"782",880.5,889,880.5,889,151.5,136.5,918.5,859.5,517.5,764,692.5,936.5
"786",880.5,889,880.5,889,151.5,136.5,918.5,859.5,517.5,764,692.5,936.5
"481",880.5,873.5,880.5,873.5,83,53,207,278,346,882,64,307
"684",880.5,873.5,880.5,873.5,529.5,345.5,260.5,318.5,908.5,882,616.5,597
"685",880.5,873.5,880.5,873.5,529.5,345.5,260.5,318.5,908.5,882,616.5,597
"686",880.5,873.5,880.5,873.5,362,715,337,365,832,882,809.5,731
"688",880.5,873.5,880.5,873.5,529.5,345.5,260.5,318.5,908.5,882,616.5,597
"689",880.5,873.5,880.5,873.5,304,332,355,387,805,882,513,573.5
"690",880.5,873.5,880.5,873.5,517,688,271,326,903.5,882,862.5,750.5
"691",880.5,873.5,880.5,873.5,529.5,345.5,260.5,318.5,908.5,882,616.5,597
"692",880.5,873.5,880.5,873.5,362,715,337,365,832,882,809.5,731
"694",880.5,873.5,880.5,873.5,362,715,337,365,832,882,809.5,731
"702",880.5,873.5,880.5,873.5,312,21,740,754,667,882,710,938
"703",880.5,873.5,880.5,873.5,517,688,271,326,905,882,872,753
"704",880.5,873.5,880.5,873.5,583,350,243,314,931,882,673,632
"705",880.5,873.5,880.5,873.5,517,688,271,326,903.5,882,862.5,750.5
"780",880.5,873.5,880.5,873.5,186.5,474.5,667.5,670.5,675.5,882,844.5,934.5
"781",880.5,873.5,880.5,873.5,186.5,474.5,667.5,670.5,675.5,882,844.5,934.5
"784",880.5,873.5,880.5,873.5,253,181,566,549,738,882,566,772
"785",880.5,873.5,880.5,873.5,195,185,653,659,689,882,636.5,876
"787",880.5,873.5,880.5,873.5,229,201,579,559,737,882,579,789
"788",880.5,873.5,880.5,873.5,189,203,661,663,687,882,647.5,887
"3",849.5,861.5,849.5,861.5,182.5,159.5,595.5,668.5,474.5,530.5,329.5,439.5
"4",849.5,861.5,849.5,861.5,182.5,159.5,595.5,668.5,474.5,530.5,329.5,439.5
"789",849.5,861.5,849.5,861.5,222,96,632,687,550,530.5,356,487.5
"867",849.5,861.5,849.5,861.5,121,50,233,311,339,530.5,31,254
"1",849.5,856,849.5,856,507,343,497,531,780,558,587,584
"2",849.5,856,849.5,856,537.5,336.5,478.5,508.5,784.5,558,582.5,558.5
"5",849.5,856,849.5,856,537.5,336.5,478.5,508.5,784.5,558,582.5,558.5
"797",849.5,856,849.5,856,223.5,543.5,658.5,688.5,607.5,558,642.5,680.5
"798",849.5,856,849.5,856,223.5,543.5,658.5,688.5,607.5,558,642.5,680.5
"865",849.5,856,849.5,856,113,52,234,312,335,558,38,264
"866",849.5,856,849.5,856,302,424,782,796,602,558,784,879
"329",849.5,844,849.5,850,624,568,232,306,877,632.5,607,457
"330",849.5,844,849.5,850,519.5,469.5,408.5,466.5,755.5,632.5,621.5,535.5
"331",849.5,844,849.5,850,354,371,358,433,735,632.5,410,430
"332",849.5,844,849.5,850,519.5,469.5,408.5,466.5,755.5,632.5,621.5,535.5
"791",849.5,844,849.5,850,159,220,680,708,618,632.5,480,666
"97",849.5,838.5,849.5,844.5,150,78,708,745,631,709.5,481,758
"333",849.5,838.5,849.5,844.5,142,211,775,742,333,709.5,418,591
"334",849.5,838.5,849.5,844.5,207,66,778,693,365,709.5,381,565
"482",849.5,838.5,849.5,844.5,437,59,333,361,829,709.5,359,435
"707",849.5,838.5,849.5,844.5,357,61,738,759,664,709.5,657,882
"793",849.5,838.5,849.5,844.5,202,255,629,636,691,709.5,551,722
"708",849.5,833.5,849.5,838.5,539,190,266,323,911,814,500,508
"790",849.5,830.5,849.5,838.5,227.5,351.5,586.5,560.5,733.5,941,725.5,888.5
"792",849.5,830.5,849.5,838.5,227.5,351.5,586.5,560.5,733.5,941,725.5,888.5
"794",849.5,833.5,849.5,838.5,369,488,417,456,791,814,683,690.5
"795",849.5,833.5,849.5,838.5,369,488,417,456,791,814,683,690.5
"796",849.5,833.5,849.5,838.5,369,488,417,456,791,814,683,690.5
"6",816,849.5,816,832.5,455,326,856,865,533,462.5,814,884
"7",816,849.5,816,832.5,455,326,856,865,533,462.5,814,884
"8",816,849.5,816,832.5,585,194,529,612,616,462.5,474,469
"9",816,849.5,816,832.5,494,498,628,690,596,462.5,707,647.5
"10",816,849.5,816,832.5,455,326,856,865,533,462.5,814,884
"11",816,849.5,816,832.5,631,292,514,547,617,462.5,512,455
"868",816,806,816,822,376,287,469,521,746,585,461,495
"869",816,806,816,822,287,295,555,597,711.5,585,486.5,570.5
"870",816,806,816,822,376,287,469,521,746,585,461,495
"871",816,806,816,822,376,287,469,521,746,585,461,495
"872",816,806,816,822,618,281,293,342,853,585,449,409.5
"873",816,806,816,822,287,295,555,597,711.5,585,486.5,570.5
"874",816,806,816,822,376,287,469,521,746,585,461,495
"875",816,806,816,822,287,295,555,597,711.5,585,486.5,570.5
"876",816,806,816,822,376,287,469,521,746,585,461,495
"877",816,806,816,822,287,295,555,597,711.5,585,486.5,570.5
"878",816,806,816,822,376,287,469,521,746,585,461,495
"879",816,806,816,822,618,281,293,342,853,585,449,409.5
"880",816,806,816,822,376,287,469,521,746,585,461,495
"881",816,806,816,822,618,281,293,342,853,585,449,409.5
"882",816,806,816,822,287,295,555,597,714,585,491,573.5
"386",816,796.5,816,813.5,43,11,739,667,172,669.5,196,389
"799",816,796.5,816,813.5,154,411,688,715,632,669.5,640,798
"483",816,692.5,816,805.5,272.5,247.5,750.5,765.5,671.5,764,787.5,930.5
"484",816,692.5,816,805.5,272.5,247.5,750.5,765.5,671.5,764,787.5,930.5
"485",816,692.5,816,805.5,272.5,247.5,750.5,765.5,671.5,764,787.5,930.5
"486",816,692.5,816,805.5,272.5,247.5,750.5,765.5,671.5,764,787.5,930.5
"487",816,692.5,816,805.5,298,120,428,471,778,764,399,515
"488",816,692.5,816,805.5,434.5,100.5,334.5,359.5,842,764,388,468
"489",816,692.5,816,805.5,208.5,112.5,593.5,600.5,719.5,764,474,678.5
"490",816,692.5,816,805.5,272.5,247.5,750.5,765.5,671.5,764,787.5,930.5
"491",816,692.5,816,805.5,298,120,428,471,778,764,399,515
"492",816,692.5,816,805.5,434.5,100.5,334.5,359.5,841,764,387,467
"493",816,692.5,816,805.5,298,120,428,471,778,764,399,515
"494",816,692.5,816,805.5,208.5,112.5,593.5,600.5,719.5,764,474,678.5
