"","Purity","Fmeasure","RI","ARI","ball_hall","banfeld_raftery","c_index","calinski_harabasz","davies_bouldin","det_ratio","dunn","gamma","g_plus","gdi11","gdi12","gdi13","gdi21","gdi22","gdi23","gdi31","gdi32","gdi33","gdi41","gdi42","gdi43","gdi51","gdi52","gdi53","ksq_detw","log_det_ratio","log_ss_ratio","mcclain_rao","pbm","point_biserial","ray_turi","ratkowsky_lance","scott_symons","sd_scat","sd_dis","s_dbw","silhouette","tau","trace_w","trace_wib","wemmert_gancarski","xie_beni","infomax","Time"
"kmeans_euclidean_dtaEIdtaHI4",0.9833,0.9661,0.9667,0.9333,0.0172315986713426,-243.655181004603,0.0826791445275711,117.857806984463,0.575656560496006,4.83319428912066,0.124942594715687,-0.573333323001862,-3.76860769607712e-05,0.124942594715687,0.890646618706377,0.312290054523524,1.39426873579725,9.93897027616259,3.48493050359152,0.717680774610217,5.11594910183909,1.79382034400291,0.680859134656734,4.85346800646549,1.70178582227007,0.195834779438937,1.39599777425224,0.489482822793576,1.06385446380752,94.5304555545888,0.70903586173676,0.390411820059436,0.133868592112916,-0.120294620261504,0.122892910189634,0.578759991878105,NA,0.46099211354997,5.34084578037859,0.519815643180869,0.593443834863989,3.88368494895084e-05,1.03399394388827,3.83319428912066,0.709606210379317,3.6493903901939,0.99919835426364,0.0014650821685791
"kmeans_euclidean_dtaEIdtaHIdtaMEI4",0.9833,0.9661,0.9667,0.9333,0.028030372744795,-214.436076792137,0.0518585458559894,168.219694853932,0.485919917191164,5.43301142799691,0.130838142245188,0.759999990463257,-5.74872310448663e-06,0.130838142245188,0.883059026462737,0.325384907096116,1.59923475773192,10.7936314595605,3.9771800802118,0.848884838494511,5.72933401679745,2.11111461511902,0.82544899037406,5.57115967351771,2.05283137192606,0.200534376322469,1.35345617179263,0.498714352631095,0.139692954990037,101.549614260512,1.06482782201602,0.346938798741477,0.396114511044028,-0.191703120029655,0.0861010293798565,0.598680496195505,NA,0.296392569389638,3.50290936019708,0.367821144011316,0.630063159423514,-5.14814052850491e-05,1.68407638391079,4.4330114279969,0.740555303523501,3.42704720874219,0.99919835426364,0.00143289566040039
"kmeans_mahalanobis_dtaMEIddtaMEI4",0.9833,0.9661,0.9667,0.9333,0.0127435475660383,-261.813663130692,0.0385582091692579,210.528517497374,0.439480565553707,6.70314034439045,0.213414535341312,1.39999997615814,-7.21784113759439e-05,0.213414535341312,1.2346891300788,0.454255357694244,1.92902689244263,11.1601983057035,4.10595651147627,1.03842267202842,6.00769382240241,2.21029491531907,1.02483728963328,5.92909690797752,2.18137826852438,0.225521631593383,1.30473356315991,0.480025454983202,0.23014557347528,114.154567482334,1.28917810844701,0.320816619010689,0.255517927133079,-0.148286164394031,0.0687977527275826,0.450305041583205,-663.122085264204,0.191664249259538,4.64035624538419,0.653202713090486,0.650604011577549,-9.48341684665555e-05,0.766801312844175,5.70314034439045,0.752040179398688,1.58648547485002,0.99919835426364,0.00152206420898438
"kmeans_mahalanobis_dtaMEIddtaMEId2dtaMEI4",0.9833,0.9661,0.9667,0.9333,0.013687221080149,-257.505552077849,0.0384790999633415,196.070624414441,0.467370935154727,6.7041118758775,0.216040821383172,-0.813333332538605,-4.34348000652579e-05,0.216040821383172,1.18771293309982,0.436552457009333,1.9296032096303,10.6082483539721,3.899138212973,1.04135704651069,5.72499782308138,2.10426425139316,1.02154910319617,5.61610104004684,2.06423845318107,0.23901179730193,1.31399890539874,0.482969777185366,0.0130056806780431,114.163263058186,1.21803191242643,0.33768782910944,0.232539807699047,-0.145481330802073,0.0738707745341484,0.368173110755298,-1081.30788818486,0.192355332422492,4.64025177898414,0.423124564337966,0.633957535941319,5.50941368741609e-05,0.823380926681223,5.7041118758775,0.739022579407582,1.65165564787467,0.99919835426364,0.00157499313354492
"kkmeans_rbfdot_dtaEIdtaHIdtaMEI4",0.9833,0.9661,0.9667,0.9333,0.028030372744795,-214.436076792137,0.0518585458559894,168.219694853932,0.485919917191164,5.43301142799691,0.130838142245188,0.759999990463257,-5.74872310448663e-06,0.130838142245188,0.883059026462737,0.325384907096116,1.59923475773192,10.7936314595605,3.9771800802118,0.848884838494511,5.72933401679745,2.11111461511902,0.82544899037406,5.57115967351771,2.05283137192606,0.200534376322469,1.35345617179263,0.498714352631095,0.139692954990037,101.549614260512,1.06482782201602,0.346938798741477,0.396114511044028,-0.191703120029655,0.0861010293798565,0.598680496195505,NA,0.296392569389638,3.50290936019708,0.367821144011316,0.630063159423514,-5.14814052850491e-05,1.68407638391079,4.4330114279969,0.740555303523501,3.42704720874219,0.99919835426364,0.00398898124694824
"kkmeans_polydot_dtaMEId2dtaMEI4",0.9833,0.9661,0.9667,0.9333,0.0117424475875631,-266.736428874508,0.0392551809197743,228.451244390129,0.409148250232601,5.28143529509862,0.0449644369220446,1.37333333492279,-7.28171649391601e-05,0.0449644369220446,0.27587747102873,0.103690444820822,1.93300648400373,11.8598825381407,4.45761841775924,1.03081716801251,6.32453674216626,2.37712063125501,1.02422907937489,6.28411579270768,2.36192813940778,0.209773760308808,1.2870583608667,0.483749736616687,0.147052181640338,99.8518738182196,1.37087980454861,0.303495064931094,0.285334479693061,-0.151045863928476,0.0634003501602931,0.450795857720762,-689.864816168582,0.189418506889906,4.64029470482319,0.522751850157347,0.665423677967578,-9.30278042607831e-05,0.70666205385957,4.28143529509862,0.76577365661284,32.8963369900142,0.99919835426364,0.00307703018188477
"kkmeans_polydot_dtaMEIddtaMEId2dtaMEI4",0.9833,0.9661,0.9667,0.9333,0.013687221080149,-257.505552077849,0.0384790999633415,196.070624414441,0.467370935154727,6.7041118758775,0.216040821383172,-0.813333332538605,-4.34348000652579e-05,0.216040821383172,1.18771293309982,0.436552457009333,1.9296032096303,10.6082483539721,3.899138212973,1.04135704651069,5.72499782308138,2.10426425139316,1.02154910319617,5.61610104004684,2.06423845318107,0.23901179730193,1.31399890539874,0.482969777185366,0.0130056806780431,114.163263058186,1.21803191242643,0.33768782910944,0.232539807699047,-0.145481330802073,0.0738707745341484,0.368173110755298,-1081.30788818486,0.192355332422492,4.64025177898414,0.423124564337966,0.633957535941319,5.50941368741609e-05,0.823380926681223,5.7041118758775,0.739022579407582,1.65165564787467,0.99919835426364,0.00376319885253906
"kkmeans_polydot_dtaEIdtaHIdtaMEI4",0.9833,0.9661,0.9667,0.9333,0.028030372744795,-214.436076792137,0.0518585458559894,168.219694853932,0.485919917191164,5.43301142799691,0.130838142245188,0.759999990463257,-5.74872310448663e-06,0.130838142245188,0.883059026462737,0.325384907096116,1.59923475773192,10.7936314595605,3.9771800802118,0.848884838494511,5.72933401679745,2.11111461511902,0.82544899037406,5.57115967351771,2.05283137192606,0.200534376322469,1.35345617179263,0.498714352631095,0.139692954990037,101.549614260512,1.06482782201602,0.346938798741477,0.396114511044028,-0.191703120029655,0.0861010293798565,0.598680496195505,NA,0.296392569389638,3.50290936019708,0.367821144011316,0.630063159423514,-5.14814052850491e-05,1.68407638391079,4.4330114279969,0.740555303523501,3.42704720874219,0.99919835426364,0.00371098518371582
"spc_rbfdot_dtaMEIddtaMEI4",0.9833,0.9661,0.9667,0.9333,0.0127435475660383,-261.813663130692,0.0385582091692579,210.528517497374,0.439480565553707,6.70314034439045,0.213414535341312,1.39999997615814,-7.21784113759439e-05,0.213414535341312,1.2346891300788,0.454255357694244,1.92902689244263,11.1601983057035,4.10595651147627,1.03842267202842,6.00769382240241,2.21029491531907,1.02483728963328,5.92909690797752,2.18137826852438,0.225521631593383,1.30473356315991,0.480025454983202,0.23014557347528,114.154567482334,1.28917810844701,0.320816619010689,0.255517927133079,-0.148286164394031,0.0687977527275826,0.450305041583205,-663.122085264204,0.191664249259538,4.64035624538419,0.653202713090486,0.650604011577549,-9.48341684665555e-05,0.766801312844175,5.70314034439045,0.752040179398688,1.58648547485002,0.99919835426364,0.0123488903045654
"spc_rbfdot_dtaMEIddtaMEId2dtaMEI4",0.9833,0.9661,0.9667,0.9333,0.013687221080149,-257.505552077849,0.0384790999633415,196.070624414441,0.467370935154727,6.7041118758775,0.216040821383172,-0.813333332538605,-4.34348000652579e-05,0.216040821383172,1.18771293309982,0.436552457009333,1.9296032096303,10.6082483539721,3.899138212973,1.04135704651069,5.72499782308138,2.10426425139316,1.02154910319617,5.61610104004684,2.06423845318107,0.23901179730193,1.31399890539874,0.482969777185366,0.0130056806780431,114.163263058186,1.21803191242643,0.33768782910944,0.232539807699047,-0.145481330802073,0.0738707745341484,0.368173110755298,-1081.30788818486,0.192355332422492,4.64025177898414,0.423124564337966,0.633957535941319,5.50941368741609e-05,0.823380926681223,5.7041118758775,0.739022579407582,1.65165564787467,0.99919835426364,0.0146889686584473
"spc_polydot_dtaMEIddtaMEI4",0.9833,0.9661,0.9667,0.9333,0.0127435475660383,-261.813663130692,0.0385582091692579,210.528517497374,0.439480565553707,6.70314034439045,0.213414535341312,1.39999997615814,-7.21784113759439e-05,0.213414535341312,1.2346891300788,0.454255357694244,1.92902689244263,11.1601983057035,4.10595651147627,1.03842267202842,6.00769382240241,2.21029491531907,1.02483728963328,5.92909690797752,2.18137826852438,0.225521631593383,1.30473356315991,0.480025454983202,0.23014557347528,114.154567482334,1.28917810844701,0.320816619010689,0.255517927133079,-0.148286164394031,0.0687977527275826,0.450305041583205,-663.122085264204,0.191664249259538,4.64035624538419,0.653202713090486,0.650604011577549,-9.48341684665555e-05,0.766801312844175,5.70314034439045,0.752040179398688,1.58648547485002,0.99919835426364,0.250169992446899
"spc_polydot_dtaMEIddtaMEId2dtaMEI4",0.9833,0.9661,0.9667,0.9333,0.013687221080149,-257.505552077849,0.0384790999633415,196.070624414441,0.467370935154727,6.7041118758775,0.216040821383172,-0.813333332538605,-4.34348000652579e-05,0.216040821383172,1.18771293309982,0.436552457009333,1.9296032096303,10.6082483539721,3.899138212973,1.04135704651069,5.72499782308138,2.10426425139316,1.02154910319617,5.61610104004684,2.06423845318107,0.23901179730193,1.31399890539874,0.482969777185366,0.0130056806780431,114.163263058186,1.21803191242643,0.33768782910944,0.232539807699047,-0.145481330802073,0.0738707745341484,0.368173110755298,-1081.30788818486,0.192355332422492,4.64025177898414,0.423124564337966,0.633957535941319,5.50941368741609e-05,0.823380926681223,5.7041118758775,0.739022579407582,1.65165564787467,0.99919835426364,0.0117781162261963
"hierarch_average_euclidean_dtaEIdtaHIdtaMEI",0.9667,0.9335,0.9345,0.8689,0.0286059122260015,-213.347299192455,0.0731074951365826,146.001155253957,0.561650099876069,5.04761281452674,0.113320903924908,Inf,5.94034748875266e-05,0.113320903924908,0.595978385752369,0.201950191190912,1.79047474799366,9.41648198241289,3.1908209796793,0.958724158167775,5.04213129596329,1.70855085280317,0.931886293931064,4.90098534273797,1.66072285614907,0.262954978596794,1.3829353476876,0.468614407077213,0.0735560383787584,97.1349252917984,0.923171523828946,0.371064153235634,0.266214522262868,-0.174896045557209,0.0988728858374177,0.585147711082435,NA,0.323580697239738,3.69933409844971,0.323580697239738,0.606826302478133,6.32197440928322e-05,1.73396904761905,4.04761281452672,0.698668055991723,6.68625596768271,0.996791631981637,0.000151157379150391
"hierarch_centroid_euclidean_dtaEIdtaHIdtaMEI",0.9667,0.9335,0.9345,0.8689,0.0286059122260015,-213.347299192455,0.0731074951365826,146.001155253957,0.561650099876069,5.04761281452674,0.113320903924908,Inf,5.94034748875266e-05,0.113320903924908,0.595978385752369,0.201950191190912,1.79047474799366,9.41648198241289,3.1908209796793,0.958724158167775,5.04213129596329,1.70855085280317,0.931886293931064,4.90098534273797,1.66072285614907,0.262954978596794,1.3829353476876,0.468614407077213,0.0735560383787584,97.1349252917984,0.923171523828946,0.371064153235634,0.266214522262868,-0.174896045557209,0.0988728858374177,0.585147711082435,NA,0.323580697239738,3.69933409844971,0.323580697239738,0.606826302478133,6.32197440928322e-05,1.73396904761905,4.04761281452672,0.698668055991723,6.68625596768271,0.996791631981637,0.000135898590087891
"hierarch_average_manhattan_dtaEIdtaHIdtaMEI",0.9667,0.9335,0.9345,0.8689,0.0286059122260015,-213.347299192455,0.0731074951365826,146.001155253957,0.561650099876069,5.04761281452674,0.113320903924908,Inf,5.94034748875266e-05,0.113320903924908,0.595978385752369,0.201950191190912,1.79047474799366,9.41648198241289,3.1908209796793,0.958724158167775,5.04213129596329,1.70855085280317,0.931886293931064,4.90098534273797,1.66072285614907,0.262954978596794,1.3829353476876,0.468614407077213,0.0735560383787584,97.1349252917984,0.923171523828946,0.371064153235634,0.266214522262868,-0.174896045557209,0.0988728858374177,0.585147711082435,NA,0.323580697239738,3.69933409844971,0.323580697239738,0.606826302478133,6.32197440928322e-05,1.73396904761905,4.04761281452672,0.698668055991723,6.68625596768271,0.996791631981637,0.000143051147460938
"hierarch_centroid_manhattan_dtaEIdtaHIdtaMEI",0.9667,0.9335,0.9345,0.8689,0.0286059122260015,-213.347299192455,0.0731074951365826,146.001155253957,0.561650099876069,5.04761281452674,0.113320903924908,Inf,5.94034748875266e-05,0.113320903924908,0.595978385752369,0.201950191190912,1.79047474799366,9.41648198241289,3.1908209796793,0.958724158167775,5.04213129596329,1.70855085280317,0.931886293931064,4.90098534273797,1.66072285614907,0.262954978596794,1.3829353476876,0.468614407077213,0.0735560383787584,97.1349252917984,0.923171523828946,0.371064153235634,0.266214522262868,-0.174896045557209,0.0988728858374177,0.585147711082435,NA,0.323580697239738,3.69933409844971,0.323580697239738,0.606826302478133,6.32197440928322e-05,1.73396904761905,4.04761281452672,0.698668055991723,6.68625596768271,0.996791631981637,0.000145912170410156
"hierarch_ward.D2_manhattan_dtaEIdtaHIdtaMEI",0.9667,0.9335,0.9345,0.8689,0.0286059122260015,-213.347299192455,0.0731074951365826,146.001155253957,0.561650099876069,5.04761281452674,0.113320903924908,Inf,5.94034748875266e-05,0.113320903924908,0.595978385752369,0.201950191190912,1.79047474799366,9.41648198241289,3.1908209796793,0.958724158167775,5.04213129596329,1.70855085280317,0.931886293931064,4.90098534273797,1.66072285614907,0.262954978596794,1.3829353476876,0.468614407077213,0.0735560383787584,97.1349252917984,0.923171523828946,0.371064153235634,0.266214522262868,-0.174896045557209,0.0988728858374177,0.585147711082435,NA,0.323580697239738,3.69933409844971,0.323580697239738,0.606826302478133,6.32197440928322e-05,1.73396904761905,4.04761281452672,0.698668055991723,6.68625596768271,0.996791631981637,0.000145912170410156
"kmeans_euclidean_dtaEIdtaHI",0.9667,0.9335,0.9345,0.8689,0.017437818877551,-243.056220939128,0.118003876434502,99.0577877877878,0.663730185257762,4.31975691198745,0.0827605888602367,-Inf,2.17174000326289e-05,0.0827605888602367,0.440864411270086,0.151299893840684,1.54432234551253,8.22658189171893,2.82327385715477,0.819549737706617,4.36572911812831,1.49827097680001,0.772162304173534,4.11329697290223,1.41163899699323,0.257403367141795,1.37118386271449,0.470575459395984,1.05248046737213,87.7919478179703,0.53526038432098,0.428547973832647,0.0902861757607347,-0.105439108934162,0.145728628489876,0.562034208055578,NA,0.512555363474947,5.75189858036308,0.666401523052317,0.550360453916248,-6.1413464962664e-05,1.05714285714286,3.31975691198744,0.657097991932722,12.6857142857143,0.996791631981637,0.0025639533996582
"kmeans_euclidean_dtaEIdtaHIdtaMEI",0.9667,0.9335,0.9345,0.8689,0.0286059122260015,-213.347299192455,0.0731074951365826,146.001155253957,0.561650099876069,5.04761281452674,0.113320903924908,Inf,5.94034748875266e-05,0.113320903924908,0.595978385752369,0.201950191190912,1.79047474799366,9.41648198241289,3.1908209796793,0.958724158167775,5.04213129596329,1.70855085280317,0.931886293931064,4.90098534273797,1.66072285614907,0.262954978596794,1.3829353476876,0.468614407077213,0.0735560383787584,97.1349252917984,0.923171523828946,0.371064153235634,0.266214522262868,-0.174896045557209,0.0988728858374177,0.585147711082435,NA,0.323580697239738,3.69933409844971,0.323580697239738,0.606826302478133,6.32197440928322e-05,1.73396904761905,4.04761281452672,0.698668055991723,6.68625596768271,0.996791631981637,0.00197505950927734
"kkmeans_polydot_dtaEIdtaHIdtaMEI",0.9667,0.9335,0.9345,0.8689,0.0286059122260015,-213.347299192455,0.0731074951365826,146.001155253957,0.561650099876069,5.04761281452674,0.113320903924908,Inf,5.94034748875266e-05,0.113320903924908,0.595978385752369,0.201950191190912,1.79047474799366,9.41648198241289,3.1908209796793,0.958724158167775,5.04213129596329,1.70855085280317,0.931886293931064,4.90098534273797,1.66072285614907,0.262954978596794,1.3829353476876,0.468614407077213,0.0735560383787584,97.1349252917984,0.923171523828946,0.371064153235634,0.266214522262868,-0.174896045557209,0.0988728858374177,0.585147711082435,NA,0.323580697239738,3.69933409844971,0.323580697239738,0.606826302478133,6.32197440928322e-05,1.73396904761905,4.04761281452672,0.698668055991723,6.68625596768271,0.996791631981637,0.00363802909851074
"hierarch_average_manhattan_dtaMEId2dtaMEI4",0.9667,0.9335,0.9345,0.8689,0.0115782515114697,-267.87110643847,0.0381051689842088,229.692636365231,0.404512741252817,5.30731590840742,0.122617681165966,Inf,-3.57698331181109e-05,0.122617681165966,0.757726931071989,0.282938799274096,1.85056901308391,11.4357567822788,4.27016535916308,0.989121380223417,6.11236406338444,2.2823854846672,0.982726514765392,6.07284642015345,2.26762941085298,0.199957576481372,1.23565573358662,0.461399661593837,0.146335095882692,100.145173728827,1.37629904101715,0.302836785881091,0.289102599213678,-0.15154299389077,0.0628472718324405,0.450912622366079,-691.322297828951,0.186554472352038,4.6300104003576,0.499054472352038,0.671199306143514,0.000101151593094837,0.703612811397707,4.30731590840742,0.768637425148188,4.03687758345476,0.996791631981637,0.000121831893920898
"hierarch_centroid_manhattan_dtaMEId2dtaMEI4",0.9667,0.9335,0.9345,0.8689,0.0115782515114697,-267.87110643847,0.0381051689842088,229.692636365231,0.404512741252817,5.30731590840742,0.122617681165966,Inf,-3.57698331181109e-05,0.122617681165966,0.757726931071989,0.282938799274096,1.85056901308391,11.4357567822788,4.27016535916308,0.989121380223417,6.11236406338444,2.2823854846672,0.982726514765392,6.07284642015345,2.26762941085298,0.199957576481372,1.23565573358662,0.461399661593837,0.146335095882692,100.145173728827,1.37629904101715,0.302836785881091,0.289102599213678,-0.15154299389077,0.0628472718324405,0.450912622366079,-691.322297828951,0.186554472352038,4.6300104003576,0.499054472352038,0.671199306143514,0.000101151593094837,0.703612811397707,4.30731590840742,0.768637425148188,4.03687758345476,0.996791631981637,0.000138044357299805
