"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"373",923,549,923.5,924,38,14,852,408,52,710,158,396
"829",924,546,923.5,923,52,52,309,335,17,766.5,15,202
"830",922,492,922,922,6,50.5,676,384,19,922.5,151,392
"649",920,563,921,921,108,61,262,391,2,552,8,131.5
"553",920,540,920,920,109,388,203,316,315,615,116,259
"554",920,542,919,919,153,255,180,306,320,559,59,199.5
"193",916,389,918,918,136,197,163,286,397,817,136,337
"831",916,587,917,917,124,441,151,280,311,450,49,147.5
"555",916,487,915,916,141,158,181,298,377,637,64,258
"277",916,405,915,915,9,83,225,338,66,743.5,10,185
"374",916,384,915,914,22,156,215,358,10,806,18,194
"556",900,327.5,913,913,40,74,221,322,193,885,47,310
"832",911,598,908,912,14,125,234,320,82,382,1,75
"375",911,398,912,911,176,337,142,288,422,708.5,157,324
"97",911,390.5,910,909.5,138,168,165,339,364,721,97,321
"557",911,390.5,910,909.5,118,128,185,303,363,721,77,300
"98",911,301,910,908,130,180,171,302,410,872.5,152,364
"2",900,583,903,907,399,389,572,737,475,419.5,536,527
"3",900,560,903,906,360,461,568,708,522,454.5,612,563
"194",878.5,311,907,905,167,207,147,314,416,819.5,155,355
"469",900,464,903,903,472,520,391,577,760,592,758,658
"470",900,464,903,903,472,520,391,577,760,592,758,658
"471",900,464,903,903,472,520,391,577,760,592,758,658
"278",900,596.5,890,900.5,596,549,456,779,468,368.5,697,534
"279",900,596.5,890,900.5,520,622,678,835,442,368.5,830,702
"835",900,594,890,899,13,261,235,331,71,371,4,73
"1",900,379.5,903,898,274,382,388,543,708,704.5,542,574
"833",900,291,903,897,98,81,62,273,405,844.5,52,296
"650",900,553,890,896,380,440,380,634,512,457.5,414,424
"376",900,329.5,897.5,894.5,165.5,298.5,138.5,284.5,408.5,771.5,153.5,331.5
"377",900,329.5,897.5,894.5,165.5,298.5,138.5,284.5,408.5,771.5,153.5,331.5
"472",878.5,432.5,890,892.5,381,597,541,645,722,615,849,812
"473",878.5,432.5,890,892.5,517,560,339,528,849,615,802.5,686.5
"4",900,206,897.5,890.5,73,71,890,633,58,903,329,546
"99",900,206,897.5,890.5,19,59,224,366,33,903,25,256.5
"474",878.5,356,890,889,273,311.5,600,609,727,735.5,720,818
"280",900,332,890,888,15,91,917,868,1,766.5,340,577.5
"195",878.5,254.5,890,886.5,161,229.5,140.5,295.5,444,859,169.5,365
"196",878.5,254.5,890,886.5,160,229.5,140.5,295.5,445,859,169.5,366
"834",878.5,187.5,890,885,28,26,883,756,86,913.5,348.5,618
"5",878.5,537,883,883.5,461.5,385.5,346.5,619.5,592.5,483.5,460.5,457.5
"6",878.5,537,883,883.5,461.5,385.5,346.5,619.5,592.5,483.5,460.5,457.5
"839",878.5,614,869,882,71,334,918,850,41,340,282,427
"475",878.5,388,883,881,481,339.5,349,499,884,663.5,696,664
"651",878.5,572.5,864.5,878.5,458,542,379,700,452,377.5,476,422
"652",878.5,572.5,864.5,878.5,284.5,712.5,682.5,775.5,399.5,377.5,709.5,600
"653",878.5,572.5,864.5,878.5,344,683,583,743,423,377.5,653,538
"654",878.5,572.5,864.5,878.5,284.5,712.5,682.5,775.5,399.5,377.5,709.5,600
"837",878.5,457,875,876,142,355,85,278,368,534,51,171
"476",878.5,406,875,875,297,160,868,764,493,615,677,836
"560",878.5,528.5,869,874,57,119,920,818,141,459,267,487
"198",849,240.5,880,872.5,157,30.5,145,307,433,837,98,341
"836",849,240.5,880,872.5,133,101,45,275,424,839.5,76,305.5
"197",849,186,880,871,144,30.5,136,304,437,884,112,360
"379",849,569,858.5,870,759,362,86,129,278,356,125.5,59
"745",878.5,353,875,869,268,357,469,492,744,718,583,623
"559",878.5,298,875,868,107,103,182,300,355,766.5,75,317
"378",878.5,293,875,867,137,365,166,290,402,780.5,174,340
"558",878.5,221,875,866,26,13,801,395,16,848,160,401
"838",878.5,181,875,865,78,47,55,272,348,887,34,287
"101",849,637.5,851,863.5,395,505,155,376,232,323,135,133
"102",849,637.5,851,863.5,447,350,157,382,180,322,81,99
"281",878.5,361,869,862,240,231,716,736,629,657,692,848
"482",849,486,858.5,861,34,48,848,289,260,522.5,138,389
"561",878.5,297,869,860,111,95,175,297,362,755.5,69,304
"100",878.5,143,869,859,63,62,755,765,443,910.5,539,834
"477",849,386,858.5,857,495,321,352,513,865.5,640,666,633.5
"478",849,386,858.5,857,495,321,352,513,865.5,640,666,633.5
"481",849,386,858.5,857,495,321,352,513,867,640,668,636
"479",849,357,858.5,855,333,672,529,584,764,689,867.5,850
"483",849,564.5,851,853.5,443,449,590,797,406,365.5,588,529
"484",849,564.5,851,853.5,334,504,708,839,383,365.5,644,596
"655",849,288,858.5,852,8,11,222,325,28,752.5,5,173
"480",849,206,858.5,851,267,165,451,515,792,836,562.5,704
"199",849,582,841.5,850,371,671,740,838,396,368.5,786.5,679.5
"562",849,379.5,851,849,414,488,549,676,721,640,840,845
"563",849,347.5,851,847.5,503.5,283.5,337.5,484.5,895.5,681.5,663.5,645.5
"564",849,347.5,851,847.5,503.5,283.5,337.5,484.5,895.5,681.5,663.5,645.5
"746",849,558,834,845,452,575,581,754,473,391.5,707,589
"747",849,558,834,845,452,575,581,754,473,391.5,707,589
"748",849,558,834,845,452,575,581,754,473,391.5,707,589
"840",797.5,437,845.5,843,391,758,493,554,726,558,838,710
"282",849,410,841.5,842,392,565,647,702,719,565,877,886
"486",797.5,303,845.5,841,175,46,910,741,152,708.5,367,570
"380",849,462,834,840,524,544,490,607,763,512,826,723.5
"485",797.5,185,845.5,839,272,210,473,533,720,819.5,565,672
