"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"390",890,555,891.5,895,201,380,139,335,258,441,65,151.5
"3",890,329,898.5,894,68,14,862,868,333,669.5,448,679
"4",890,221,898.5,893,188,77,846,694,386,896,590,785
"663",890,541,883,892,82,135.5,225,357,243,444,12,163
"481",890,454.5,891.5,890.5,174,305,129,260,268,524,38,141
"750",890,454.5,891.5,890.5,274,335,795,826,604,524,717,825
"665",841.5,695,824,889,180,814,231,395,203,246,162,150
"843",890,480.5,883,888,58,86,312,273,194,510,8.5,172
"754",841.5,650,858,887,871,564,635,128,363,282.5,463.5,384
"749",890,283.5,891.5,885.5,204,615,793,788,605,742,881,917
"751",890,283.5,891.5,885.5,316,417,632,654,759,742,807,876
"778",841.5,629,858,884,617,189,288,418,904,327,424,440
"290",890,415,883,882.5,126,367,172,331,311,556,106,249
"662",890,230,891.5,882.5,73,172,196,349,256,824.5,108,336
"588",890,405,883,881,424,503,458,628,794,591.5,753,705
"97",841.5,395,877.5,879.5,55,122,155,352,231,599,13,192.5
"291",890,311,883,879.5,99,281,197,338,295,654,107,286.5
"482",890,275,883,878,57,46,882,784,238,747,430,626
"664",890,242,883,877,22,51,879,864,342,780,534,778
"753",890,231,883,876,31,127,921,865,79,806.5,450,640
"752",890,226,883,865,50,57,892,900,299,812,561,823
"757",841.5,566.5,858,865,560.5,777.5,622.5,813.5,574.5,410,885.5,742.5
"758",841.5,566.5,858,865,601.5,749.5,494.5,751.5,623.5,410,849.5,648.5
"759",841.5,566.5,858,865,590,732,838,854,728,410,922,909
"760",841.5,566.5,858,865,560.5,777.5,622.5,813.5,574.5,410,885.5,742.5
"761",841.5,566.5,858,865,506,783,732,842,493,410,891,771
"762",841.5,566.5,858,865,590,732,838,854,728,410,922,909
"763",841.5,566.5,858,865,560.5,777.5,622.5,813.5,574.5,410,885.5,742.5
"764",841.5,566.5,858,865,506,783,732,842,493,410,891,771
"765",841.5,566.5,858,865,601.5,749.5,494.5,751.5,623.5,410,849.5,648.5
"766",841.5,566.5,858,865,601.5,749.5,494.5,751.5,623.5,410,849.5,648.5
"767",841.5,566.5,858,865,560.5,777.5,622.5,813.5,574.5,410,885.5,742.5
"768",841.5,566.5,858,865,601.5,749.5,494.5,751.5,623.5,410,849.5,648.5
"769",841.5,566.5,858,865,590,732,838,854,728,410,922,909
"770",841.5,566.5,858,865,601.5,749.5,494.5,751.5,623.5,410,849.5,648.5
"771",841.5,566.5,858,865,506,783,732,842,493,410,891,771
"772",841.5,566.5,858,865,590,732,838,854,728,410,922,909
"773",841.5,566.5,858,865,560.5,777.5,622.5,813.5,574.5,410,885.5,742.5
"776",841.5,566.5,858,865,590,732,838,854,728,410,922,909
"779",841.5,566.5,858,865,601.5,749.5,494.5,751.5,623.5,410,849.5,648.5
"780",841.5,566.5,858,865,560.5,777.5,622.5,813.5,574.5,410,885.5,742.5
"391",841.5,267,877.5,854,33,38,851,830,338,752.5,462,710
"756",841.5,441,858,853,458,124,865,858,611,495.5,761,875
"755",841.5,434,858,852,440,137,664,779,601,503.5,599.5,662.5
"589",841.5,417,858,851,246,357,449,572,551,576,428,463
"199",755,684,766,850,713,466,94,128,210,243.5,102,59
"844",841.5,340.5,858,848.5,389.5,606.5,393.5,553.5,803.5,627.5,724.5,633.5
"846",841.5,340.5,858,848.5,389.5,606.5,393.5,553.5,803.5,627.5,724.5,633.5
"292",841.5,497,824,847,249,421,108,346,270,422,88,148
"195",841.5,488,824,846,150,451,178,342,324,491,127.5,245
"98",841.5,274,858,845,4,15,920,923,15,714,343,566
"774",841.5,247,858,843.5,208,539,794,785,617,737.5,860,916
"775",841.5,250,858,843.5,118,133,211,388,334,724,119,351
"777",841.5,195,858,842,26,9,895,898,279,827,531,787
"845",841.5,174.5,858,838.5,356,166,680,626,706,848,729,873
"847",841.5,174.5,858,838.5,356,166,680,626,706,848,729,873
"848",841.5,174.5,858,838.5,278,457,561,648,768,857.5,827,897
"849",841.5,174.5,858,838.5,392,554,356,480,886,857.5,816,777
"850",841.5,174.5,858,838.5,217,694,668,707,661,857.5,898,915
"851",841.5,174.5,858,838.5,356,166,680,626,706,848,729,873
"397",755,679,722,835,281,309,107,392,175,256,15,73
"622",755,654,766,834,255,346,57,356,173,284,11,70
"783",755,536.5,799,831.5,443.5,785.5,759.5,838.5,519.5,441,895.5,818.5
"785",755,536.5,799,831.5,443.5,785.5,759.5,838.5,519.5,441,895.5,818.5
"786",755,536.5,799,831.5,497.5,736.5,689.5,805.5,608.5,441,893.5,794.5
"787",755,536.5,799,831.5,497.5,736.5,689.5,805.5,608.5,441,893.5,794.5
"788",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"789",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"790",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"791",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"792",755,641.5,766,821.5,622.5,793.5,801.5,881.5,536.5,312.5,913.5,802.5
"793",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"795",755,641.5,766,821.5,622.5,793.5,801.5,881.5,536.5,312.5,913.5,802.5
"796",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"797",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"798",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"799",755,641.5,766,821.5,622.5,793.5,801.5,881.5,536.5,312.5,913.5,802.5
"800",755,641.5,766,821.5,635.5,827.5,282.5,423.5,912,312.5,744,492
"801",755,641.5,766,821.5,635.5,827.5,282.5,423.5,907,312.5,733,482.5
"803",755,641.5,766,821.5,622.5,793.5,801.5,881.5,536.5,312.5,913.5,802.5
"805",755,641.5,766,821.5,622.5,793.5,801.5,881.5,536.5,312.5,913.5,802.5
"806",755,641.5,766,821.5,622.5,793.5,801.5,881.5,536.5,312.5,913.5,802.5
"6",841.5,355.5,824,811.5,160,170,59,291,325,609.5,30,177
"593",841.5,355.5,824,811.5,459.5,498.5,671.5,686.5,796.5,609.5,879.5,883.5
"595",841.5,355.5,824,811.5,551,73,306,474,905,609.5,526,547
"596",841.5,355.5,824,811.5,459.5,498.5,671.5,686.5,796.5,609.5,879.5,883.5
"781",841.5,342.5,824,809,51,29,903,892,115,612,348.5,557
"668",755,660,722,808,179,262,210,372,233,277.5,19,118
"392",841.5,288.5,824,807,72,215,151,336,259,659,48,235
"599",841.5,271.5,824,805.5,137,218.5,56,286,411,696.5,83,269
"782",841.5,271.5,824,805.5,89,106,859,861,459,696.5,582,820
"393",841.5,225,824,803,13,185,888,888,230,750.5,535,736
"603",755,594.5,766,803,825,440.5,502.5,128,398.5,297,344,310
"612",755,594.5,766,803,826,440.5,502.5,128,398.5,297,345,313
"590",841.5,209.5,824,795.5,493,520,305,433,906,795,773,697
"591",841.5,209.5,824,795.5,330,744,424,533,841,795,856,808
"592",841.5,209.5,824,795.5,275.5,754,510.5,583.5,801.5,795,878,861
"594",841.5,209.5,824,795.5,330,744,424,533,841,795,856,808
"597",841.5,209.5,824,795.5,330,744,424,533,841,795,856,808
"598",841.5,209.5,824,795.5,330,744,424,533,841,795,856,808
"601",841.5,209.5,824,795.5,330,744,424,533,841,795,856,808
"602",841.5,209.5,824,795.5,275.5,754,510.5,583.5,801.5,784,875,858
"854",841.5,209.5,824,795.5,286,411,575,673,741,795,786,868
"856",841.5,209.5,824,795.5,286,411,575,673,741,795,786,868
"857",841.5,209.5,824,795.5,228,684.5,678,733,643,795,889,903
"858",841.5,209.5,824,795.5,286,411,575,673,741,795,786,868
"197",841.5,298,806.5,788.5,48,259,219,350,232,637,63,262
"483",841.5,169,824,788.5,17,60,239,371,114,840.5,36,291
"816",755,631,722,784,172,452,783,891,266,321,512,521.5
"852",841.5,154,824,784,386,544,351.5,477,883,882,813.5,781.5
"853",841.5,154,824,784,386,544,351.5,477,883,882,813.5,781.5
"855",841.5,154,824,784,386,544,351.5,477,883,882,813.5,781.5
"859",841.5,154,824,784,386,544,351.5,477,883,882,813.5,781.5
"860",841.5,154,824,784,386,544,349,477,883,882,810,779
"861",755,436,799,784,134,192,230,397,344,524,90,285
"600",841.5,119,824,780,81,109,110,303,315,908.5,92.5,334
"196",841.5,282,806.5,779,79,121,266,266,108,692,18,192.5
"7",841.5,150.5,806.5,777.5,351,64,472,504,820,870,587,720
"8",841.5,150.5,806.5,777.5,189,13,894,690,234,870,513,689.5
"299",755,597.5,722,776,293,82,670,128,157,353.5,42,194
"9",755,326,799,774.5,147,75,270,257,29,627.5,5,136
"666",755,326,799,774.5,176,432,550,660,679,627.5,599.5,637.5
"794",755,520,766,773,412,652,741,808,610,455,859,831
"784",755,286,799,772,312,303,604,664,672,665,647,719
"307",667,685,678.5,771,671,665,114,128,320,245,185,91
"394",755,489,766,770,764,112,443,128,486,388,248,323
"198",755,142,799,769,63,30,913,692,134,870,398,607
"862",755,111.5,799,767.5,100,118,215,394,357,896,166,406
"863",755,111.5,799,767.5,242,379,610,647,717,896,789,890
"635",667,687,642.5,765,527,850,259,415,440,241,416,349
"636",667,687,642.5,765,527,850,259,415,440,241,416,349
"638",667,687,642.5,765,527,850,259,415,440,241,416,349
"300",667,611,703,763,223,670,310,287,450,332,227,294
"495",667,666,678.5,762,457,526,78,374,193,265,113,98
"29",550,825.5,531,758.5,673,789,145,128,82,121,129,36
"420",550,825.5,531,758.5,765,567,52,128,83,121,54,21
"639",550,825.5,531,758.5,830,842.5,159.5,128,215.5,121,237.5,67
"641",550,825.5,531,758.5,831,516.5,816.5,128,105.5,121,321,255
"643",550,825.5,531,758.5,833,842.5,159.5,128,215.5,121,240,68
"645",550,825.5,531,758.5,834,516.5,816.5,128,105.5,121,323,256
"610",755,426.5,766,754.5,230,427.5,41,284,434,511,124,217
"804",755,426.5,766,754.5,49,282,918,904,46,513,404,534.5
"484",755,416,766,753,341,169,223,258,138,559.5,47,144
"808",755,491.5,722,751.5,552,722,540,700,765,472,882,767
"809",755,491.5,722,751.5,138,288,232,410,248,472,78,233.5
"620",755,384,766,750,432,316,696,719,753,591.5,799,859
"109",550,736,531,745,682,724.5,103.5,128,128.5,194.5,133,43.5
"110",550,736,531,745,683,724.5,103.5,128,128.5,194.5,135.5,45
"112",550,736,531,745,685,724.5,103.5,128,128.5,194.5,138,47
"113",550,736,531,745,686,724.5,103.5,128,128.5,194.5,139,48
"222",550,736,531,745,723,678,84,128,154,194.5,134,49
"313",550,731.5,531,745,593.5,494.5,693.5,903,155.5,208.5,576,462
"324",550,731.5,531,745,593.5,494.5,693.5,902,155.5,204.5,575,461
"505",550,736,531,745,802,514,478,128,167,194.5,235,140
"676",550,736,531,745,844,735,140,128,158,194.5,198,64
"873",667,620,678.5,740,886,212,195,128,511,282.5,203,180
"605",755,259.5,766,732.5,400.5,715.5,463.5,578.5,857.5,683,870.5,814.5
"606",755,259.5,766,732.5,572.5,704.5,292.5,439.5,920.5,683,840.5,672.5
"607",755,259.5,766,732.5,400.5,715.5,463.5,578.5,857.5,683,870.5,814.5
"608",755,259.5,766,732.5,572.5,704.5,292.5,439.5,920.5,683,840.5,672.5
"609",755,259.5,766,732.5,572.5,704.5,292.5,439.5,920.5,683,840.5,672.5
"611",755,259.5,766,732.5,400.5,715.5,463.5,578.5,857.5,683,870.5,814.5
"614",755,259.5,766,732.5,400.5,715.5,463.5,578.5,857.5,683,870.5,814.5
"615",755,259.5,766,732.5,572.5,704.5,292.5,439.5,920.5,683,840.5,672.5
"616",755,259.5,766,732.5,400.5,715.5,463.5,578.5,857.5,683,870.5,814.5
"617",755,259.5,766,732.5,572.5,704.5,292.5,439.5,920.5,683,840.5,672.5
"618",755,259.5,766,732.5,572.5,704.5,292.5,439.5,920.5,683,840.5,672.5
"619",755,259.5,766,732.5,400.5,715.5,463.5,578.5,857.5,683,870.5,814.5
"621",755,259.5,766,732.5,455.5,200.5,644.5,615,853.5,683,773,863
"623",755,259.5,766,732.5,455.5,200.5,644.5,616,853.5,683,775,870
"613",755,248,766,725,139,218.5,55,285,410,673,73,258
"304",667,614,678.5,721,531,162,246,309,591,302.5,184,299
"802",755,227,766,721,120,160,213,391,322,714,122,345
"810",755,411,722,721,404,769,682,704,778,559.5,908,879
"811",755,411,722,721,482.5,740,566.5,670,815,559.5,904,844.5
"812",755,411,722,721,319,768,762,801,657,559.5,907,902
"813",755,411,722,721,484,740,566.5,670,815,559.5,905.5,846
"815",755,411,722,721,482.5,740,568,670,815,559.5,905.5,847
"506",550,712,531,715.5,803,485.5,418.5,128,191.5,217,215,131
"512",550,712,531,715.5,804,485.5,418.5,128,191.5,217,217,132
"518",550,712,531,715.5,805,582,572,128,176,217,312,220
"669",755,402,722,715.5,141,132,608,743,499,521,363.5,510
"487",667,608,678.5,710.5,520,488,389,722,393,327,458,431
"488",667,608,678.5,710.5,430.5,562.5,538.5,803.5,366.5,327,571.5,467.5
"489",667,608,678.5,710.5,520,488,389,722,393,327,458,431
"490",667,608,678.5,710.5,430.5,562.5,538.5,803.5,366.5,327,571.5,467.5
"491",667,608,678.5,710.5,520,488,389,722,393,327,458,431
"667",755,200,766,710.5,59,108,214,390,179,735,44.5,277
"396",755,180,766,706.5,83,83,153,326,271,769,44.5,278
"865",755,180,766,706.5,21,58,412,272,69,769,26,272
"624",755,149,766,705,481,207,304,434,917,819,617,631
"55",366.5,912.5,327.5,692.5,674,836,34,128,50,48.5,68,5
"56",366.5,912.5,327.5,692.5,675,766.5,31.5,128,67.5,48.5,55,7
"57",366.5,912.5,327.5,692.5,676,836,34,128,50,48.5,69,6
"58",366.5,912.5,327.5,692.5,677,766.5,31.5,128,67.5,48.5,57,9
"59",366.5,912.5,327.5,692.5,678,836,34,128,50,48.5,71,8
"123",366.5,912.5,327.5,692.5,689,552.5,860.5,128,77.5,48.5,254,207
"133",366.5,912.5,327.5,692.5,691,552.5,860.5,128,77.5,48.5,255,208
"258",366.5,912.5,327.5,692.5,729,576.5,813.5,128,6.5,48.5,241.5,151.5
"262",366.5,912.5,327.5,692.5,733,230,774,128,28,48.5,130,115.5
"263",366.5,912.5,327.5,692.5,734,625,62,128,70,48.5,39,10
"264",366.5,912.5,327.5,692.5,735,576.5,813.5,128,6.5,48.5,243,153.5
"266",366.5,912.5,327.5,692.5,737,658,58,128,81,48.5,52,14.5
"340",366.5,912.5,327.5,692.5,744,633.5,788.5,128,43.5,48.5,266,158.5
"341",366.5,912.5,327.5,692.5,745,640.5,806.5,128,41.5,48.5,288,175
"344",366.5,912.5,327.5,692.5,748,633.5,788.5,128,43.5,48.5,270.5,161
"345",366.5,912.5,327.5,692.5,749,640.5,806.5,128,41.5,48.5,292,178
"436",366.5,912.5,327.5,692.5,767,581,51,128,45,48.5,33,4
"556",366.5,912.5,327.5,692.5,814,11,74,128,8,48.5,1,1
"823",366.5,912.5,327.5,692.5,873,799,125,128,36,48.5,148,23
"825",366.5,912.5,327.5,692.5,875,799,125,128,36,48.5,149,24
"826",366.5,912.5,327.5,692.5,876,799,125,128,36,48.5,150,25
"827",366.5,912.5,327.5,692.5,877,799,125,128,36,48.5,151,26
"828",366.5,912.5,327.5,692.5,878,799,125,128,36,48.5,152,27
"892",366.5,912.5,327.5,692.5,895,763,135,128,80,48.5,159,30
"100",755,97.5,766,678.5,71,37,154,344,310,857.5,70,337
"395",755,97.5,766,678.5,65,69,268,256,39,870,21,236
"604",755,97.5,766,678.5,308,153,459,551,851,857.5,629,761
"864",755,97.5,766,678.5,98,129,216,396,362,848,158,394
"817",667,513,703,676,198,3,730,430,420,467,218,428
"99",755,79,766,673,92,272,152,332,339,912,173,388
"293",755,73.5,766,673,267,294,470,555,825,917.5,705,830
"294",755,73.5,766,673,377.5,195.5,342,460,901.5,917.5,639,723
"295",755,73.5,766,673,202,479,588,655,761,917.5,834,912
"296",755,73.5,766,673,377.5,195.5,341,461,901.5,922,640,728.5
"220",550,699.5,531,665.5,721,426,699,128,171,226,258,252
"221",550,699.5,531,665.5,722,540.5,697.5,128,146.5,226,306,263
"233",550,699.5,531,665.5,726,540.5,697.5,128,146.5,226,307,264
"423",550,699.5,531,665.5,766,250,77,128,137,226,24,35
"642",550,699.5,531,665.5,832,840,235,128,379,226,361,184
"646",550,699.5,531,665.5,835,840,235,128,379,226,362,185.5
"647",550,699.5,531,665.5,836,840,235,128,379,226,363.5,187
"867",755,344.5,722,665.5,113.5,228.5,228.5,401.5,328.5,603.5,117.5,316.5
"870",755,344.5,722,665.5,113.5,228.5,228.5,401.5,328.5,603.5,117.5,316.5
"879",550,699.5,531,665.5,888,119,808,128,196,231,257,296.5
"509",550,692.5,531,658,606,510,440,847,227,233.5,479,424
"511",550,692.5,531,658,606,510,440,847,227,233.5,479,424
"517",550,692.5,531,658,606,510,440,847,227,233.5,479,424
"640",550,692.5,531,658,514,378,777,906,168,233.5,543,471
"807",755,337,722,658,309,292,735,701,756,617,760,863
"486",755,324,722,655,95,70,168,337,280,619,22,226
"625",667,585,678.5,653,827,463,728,128,402,297,465,402
"626",667,585,678.5,653,828,463,728,128,402,297,466,403
"630",667,585,678.5,653,829,463,728,128,402,297,467,404
"200",755,309,722,650.5,102,139,170,333,337,631,53,267
"331",366.5,788,432.5,650.5,175,424,761,920,97,172,326,429
"257",366.5,814.5,327.5,641.5,728,847,29,128,263,121,175,50
"261",366.5,814.5,327.5,641.5,732,847,29,128,263,121,177,51
"265",366.5,814.5,327.5,641.5,736,847,29,128,263,121,178,52
"342",366.5,814.5,327.5,641.5,746,803,92,128,92,101,135.5,28
"343",366.5,814.5,327.5,641.5,747,803,92,128,92,101,137,29
"347",366.5,814.5,327.5,641.5,750,803,92,128,92,101,140,31
"541",366.5,814.5,327.5,641.5,806,404.5,580.5,128,89.5,121,180,110
"542",366.5,814.5,327.5,641.5,807,899.5,21.5,128,414.5,121,275,79
"543",366.5,814.5,327.5,641.5,808,899.5,21.5,128,414.5,121,277,81
"546",366.5,814.5,327.5,641.5,809,899.5,21.5,128,414.5,121,279.5,83
"549",366.5,814.5,327.5,641.5,810,404.5,580.5,128,89.5,121,181,111
"550",366.5,814.5,327.5,641.5,811,899.5,21.5,128,414.5,121,281,84
"551",366.5,814.5,327.5,641.5,812,899.5,21.5,128,414.5,121,282.5,85
"552",366.5,814.5,327.5,641.5,813,899.5,21.5,128,414.5,121,284,86
"886",366.5,814.5,327.5,641.5,889,328.5,751.5,128,75.5,101,229,165
"891",366.5,814.5,327.5,641.5,894,328.5,751.5,128,75.5,101,232,169
"872",755,287,722,633,52,96,218,407,287,638.5,49,290
"874",667,577,678.5,632,887,164,89,128,445,322,156,126
"101",755,270,722,631,133,251,130,306,407,665,112,296.5
"201",755,202,722,629.5,56,20,829,793,447,726.5,490,734
"814",755,202,722,629.5,119,226,206,393,300,726.5,142,346
"11",755,184.5,722,626.5,272.5,616.5,583.5,603.5,766.5,760.5,835.5,854.5
"12",755,184.5,722,626.5,272.5,616.5,583.5,603.5,766.5,760.5,835.5,854.5
"485",755,190,722,626.5,39,16,897,688,30,737.5,287,472
"868",755,190,722,626.5,224,684.5,686,746,619,747,874,900
"267",366.5,784.5,327.5,621.5,738,264,828,128,86,147.5,196,215
"654",366.5,784.5,327.5,621.5,838,483,38,128,107,147.5,62,22
"887",366.5,784.5,327.5,621.5,890,806,221,128,675.5,147.5,487.5,305.5
"894",366.5,784.5,327.5,621.5,896,253,811,128,148,147.5,264,259.5
"895",366.5,784.5,327.5,621.5,897,806,221,128,677,147.5,510,320
"896",366.5,784.5,327.5,621.5,898,806,221,128,675.5,147.5,509,318
"10",755,132,722,581,282,383,562,573,776,819,749,833
"153",151,864.5,151,581,695,833.5,69.5,128,52.5,48.5,94,16
"168",151,864.5,151,581,706,833.5,69.5,128,52.5,48.5,97,17
"214",667,580,642.5,581,427,194,703,834,423,376,537,558
"353",151,864.5,151,581,753,817,72,128,73,48.5,111,18
"364",151,864.5,151,581,757,817,72,128,73,48.5,115,19
"368",151,864.5,151,581,760,817,72,128,73,48.5,116,20
"442",151,864.5,151,581,768,920,7,128,504,48.5,260,74.5
"443",151,864.5,151,581,769,643.5,653.5,128,59.5,48.5,241.5,124
"444",151,864.5,151,581,770,610.5,629.5,128,64.5,48.5,220,107
"445",151,864.5,151,581,771,674.5,687.5,128,56.5,48.5,256,133
"446",151,864.5,151,581,772,871,639,128,119,48.5,333.5,157
"447",151,864.5,151,581,773,920,7,128,504,48.5,261,76
"448",151,864.5,151,581,774,920,7,128,504,48.5,262,77
"451",151,864.5,151,581,777,871,639,128,119,48.5,340,158.5
"452",151,864.5,151,581,778,920,7,128,504,48.5,265,78
"457",151,864.5,151,581,783,920,7,128,504,48.5,273,80
"458",151,864.5,151,581,784,920,7,128,504,48.5,275,82
"459",151,864.5,151,581,785,643.5,653.5,128,59.5,48.5,245,125
"460",151,864.5,151,581,786,610.5,629.5,128,64.5,48.5,225,108
"461",151,864.5,151,581,787,674.5,687.5,128,56.5,48.5,263,135
"462",151,864.5,151,581,788,871,639,128,119,48.5,346,162
"463",151,864.5,151,581,789,920,7,128,504,48.5,282.5,87
"466",151,864.5,151,581,791,920,7,128,504,48.5,285,88
"468",151,864.5,151,581,793,920,7,128,504,48.5,286,89
"472",151,864.5,151,581,797,871,639,128,119,48.5,350.5,165
"476",151,864.5,151,581,801,871,639,128,119,48.5,353,167.5
"558",151,864.5,151,581,815,884.5,1.5,128,281.5,48.5,189,37
"559",151,864.5,151,581,816,757,64,128,18,48.5,95,11
"560",151,864.5,151,581,817,550.5,684.5,128,9.5,48.5,211,101
"564",151,864.5,151,581,819,781,61,128,25,48.5,105,14.5
"567",151,864.5,151,581,820,884.5,1.5,128,281.5,48.5,190,38
"568",151,864.5,151,581,821,295,661,128,5,48.5,132,90
"569",151,864.5,151,581,822,757,64,128,18,48.5,96,12
"570",151,864.5,151,581,823,550.5,684.5,128,9.5,48.5,216,103.5
"572",151,864.5,151,581,824,757,64,128,18,48.5,98,13
"644",550,677,531,581,512,422,742,899,201,247.5,569,482.5
"657",151,864.5,151,581,840,614,50,128,26,48.5,51,3
"704",151,864.5,151,581,850,876.5,98.5,128,206.5,48.5,200,39
"705",151,864.5,151,581,851,623.5,781.5,128,22.5,48.5,304.5,165
"706",151,864.5,151,581,852,355.5,786.5,128,3.5,48.5,192,129
"708",151,864.5,151,581,854,668.5,796.5,128,20.5,48.5,320,176
"709",151,864.5,151,581,855,809,791,128,62,48.5,394,224
"710",151,864.5,151,581,856,876.5,98.5,128,206.5,48.5,202,40
"713",151,864.5,151,581,857,876.5,98.5,128,206.5,48.5,204,41
"717",151,864.5,151,581,858,876.5,98.5,128,206.5,48.5,205,42
"720",151,864.5,151,581,859,809,791,128,62,48.5,396,225
"723",151,864.5,151,581,860,876.5,98.5,128,206.5,48.5,206,43.5
"724",151,864.5,151,581,861,623.5,781.5,128,22.5,48.5,308,170
"725",151,864.5,151,581,862,355.5,786.5,128,3.5,48.5,194,130
"727",151,864.5,151,581,864,668.5,796.5,128,20.5,48.5,324,179
"728",151,864.5,151,581,865,809,791,128,62,48.5,400,229
"736",151,864.5,151,581,868,876.5,98.5,128,206.5,48.5,209,46
"743",151,864.5,151,581,870,156,60,128,48,48.5,2,2
"832",151,864.5,151,581,880,505.5,856.5,128,32.5,48.5,302,206
"835",151,864.5,151,581,883,312,848,128,40,48.5,223,167.5
"836",151,864.5,151,581,884,505.5,856.5,128,32.5,48.5,304.5,209
"898",151,864.5,151,581,900,893,15,128,582,48.5,329,112
"899",151,864.5,151,581,901,350.5,818.5,128,13.5,48.5,224,147
"900",151,864.5,151,581,902,813,128,128,85,48.5,174,33
"901",151,864.5,151,581,903,645.5,830.5,128,11.5,48.5,330,191
"902",151,864.5,151,581,904,772,767,128,102,48.5,410,237
"903",151,864.5,151,581,905,893,15,128,582,48.5,331,113
"905",151,864.5,151,581,907,772,767,128,102,48.5,412,241
"906",151,864.5,151,581,908,893,15,128,582,48.5,332,114
"909",151,864.5,151,581,911,772,767,128,102,48.5,413,242
"910",151,864.5,151,581,912,893,15,128,582,48.5,335,115.5
"911",151,864.5,151,581,913,893,15,128,582,48.5,337.5,117
"912",151,864.5,151,581,914,350.5,818.5,128,13.5,48.5,228,149
"913",151,864.5,151,581,915,645.5,830.5,128,11.5,48.5,336,196
"914",151,864.5,151,581,916,772,767,128,102,48.5,418.5,247
"915",151,864.5,151,581,917,893,15,128,582,48.5,341,120
"918",151,864.5,151,581,920,772,767,128,102,48.5,421,248
"919",151,864.5,151,581,921,893,15,128,582,48.5,342,121
"922",151,864.5,151,581,924,442,850,128,1,48.5,279.5,174
"866",755,123.5,722,542.5,259,175,592,684,737,832.5,666.5,842
"869",755,123.5,722,542.5,213,660,710,744,635,832.5,897,918
"13",755,93,722,541,324,61,417,488,830,857.5,544,653
"14",755,81,722,539,382,287,391,469,873,902.5,692,753
"297",755,81,722,539,195.5,301.5,559.5,637.5,746.5,896,711.5,856.5
"298",755,81,722,539,195.5,301.5,559.5,637.5,746.5,896,711.5,856.5
"637",667,556,642.5,536.5,545,578,545,817,437,344.5,662,543
"871",755,66,722,536.5,101,98,224,400,332,913.5,161,407
"111",550,664.5,531,533.5,684,184,257,128,391,250.5,114,127
"651",366.5,705.5,432.5,533.5,614.5,689.5,198.5,431.5,236.5,219.5,270.5,197.5
"652",366.5,705.5,432.5,533.5,614.5,689.5,198.5,431.5,236.5,219.5,270.5,197.5
"677",550,664.5,531,533.5,845,599,181,128,433,250.5,300,171
