"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"745",936,547,936,936,54,21,752,355,28,686.5,120,342
"1",935,620,935,935,102,457,117,250,263,490,53,132
"97",931.5,537,933.5,934,103,74,871,905,350,521,389,653
"2",931.5,392,933.5,933,45,16,885,376,127,794,206,404
"841",931.5,409.5,930.5,931.5,226,652,532,647,648,712.5,789,829
"842",931.5,409.5,930.5,931.5,304,565,371,527,763,712.5,664,654
"3",931.5,321.5,930.5,929.5,51,245,97,232,247,895,83,241
"553",931.5,321.5,930.5,929.5,16,39,668,383,18,895,148,358
"554",917.5,595,927,928,31,31,933,826,80,398.5,227,418
"4",917.5,522,927,927,59,190,122,273,181,505,8,111.5
"843",917.5,260,927,926,42,89,177,312,187,935.5,71,303
"194",917.5,559.5,923,924.5,175,117.5,486.5,195,731.5,409,175,351
"195",917.5,559.5,923,924.5,174,117.5,486.5,194,731.5,410,174,350
"555",917.5,742,910.5,918,688,668,588,865.5,189.5,256,673.5,453.5
"556",917.5,742,910.5,918,698.5,590.5,512,835.5,202,256,567.5,401.5
"557",917.5,742,910.5,918,642.5,686.5,659.5,878.5,179.5,256,706.5,483.5
"558",917.5,742,910.5,918,688,668,588,865.5,189.5,256,673.5,453.5
"559",917.5,742,910.5,918,688,668,588,865.5,189.5,256,673.5,453.5
"560",917.5,742,910.5,918,698.5,590.5,512,835.5,202,256,567.5,401.5
"561",917.5,742,910.5,918,698.5,590.5,512,835.5,202,256,567.5,401.5
"562",917.5,742,910.5,918,688,668,588,868,192,256,677,463
"563",917.5,742,910.5,918,642.5,686.5,659.5,878.5,179.5,256,706.5,483.5
"564",917.5,742,910.5,918,688,668,588,865.5,189.5,256,673.5,453.5
"565",917.5,742,910.5,918,698.5,590.5,514,835.5,200,256,567.5,401.5
"193",917.5,455,923,912,191,617,43,216,379,626,165,213
"469",917.5,412.5,923,910.5,138.5,348.5,175.5,267.5,391.5,648,137.5,267.5
"470",917.5,412.5,923,910.5,138.5,348.5,175.5,267.5,391.5,648,137.5,267.5
"292",896.5,759.5,896,909,696,325,696,900,163,212,496,419
"98",896.5,372,918.5,908,71,50,595,326,26,678.5,72,307
"746",896.5,366,918.5,907,44,182,73,220,274,669.5,22,156
"566",896.5,753,889.5,906,658,487,661,890,171,226,565,425
"5",917.5,329,918.5,905,84,403,87,228,316,710,91,214
"6",917.5,274,918.5,904,3,123,180,277,9,788,15,163
"567",896.5,686,889.5,903,583,499,671,872,205,265,570,464
"7",917.5,284.5,910.5,902,1,36,921,901,1,784.5,311,579.5
"101",896.5,628,896,901,317,316,118,313,257,348,51,109
"99",896.5,530.5,902,899.5,481.5,135.5,316.5,284.5,843.5,498.5,283.5,367.5
"100",896.5,530.5,902,899.5,481.5,135.5,316.5,284.5,843.5,498.5,283.5,367.5
"8",896.5,348,902,898,82,317,90,227,283,669.5,50,181
"196",896.5,324,902,897,18,3,492,192,63,714.5,23,228
"197",896.5,317,902,896,29,76,167,264,10,707.5,4,126
"293",896.5,441,896,895,95,129,932,725,214,555.5,313,504
"289",896.5,384,896,893,90,434,113,254,252,606,74,172
"290",896.5,384,896,893,90,434,113,254,252,606,74,172
"291",896.5,384,896,893,90,434,113,254,252,606,74,172
"569",870.5,719,866,891,355,744,121,314,166,241,129,73
"294",870.5,524,884,890,370,205,889,906,444,480,702,865
"649",896.5,216,896,889,35,43,182,324,175,861,43,251
"375",870.5,673,866,887,520,494,52,290,234,294.5,116,76
"376",870.5,673,866,887,520,494,52,290,234,294.5,116,76
"377",870.5,673,866,887,520,494,52,290,234,294.5,116,76
