"","ARI"
"Purity",0.970438520864592
"Fmeasure",0.951162301943177
"RI",0.999921467223305
"ARI",1
"ball_hall",-0.022982171631802
"banfeld_raftery",NA
"c_index",-0.710297954957966
"calinski_harabasz",0.902311511737584
"davies_bouldin",-0.202736044815334
"det_ratio",0.473262828358325
"dunn",-0.175339747063058
"gamma",NA
"g_plus",0.0509003344122444
"gdi11",-0.175339747063058
"gdi12",-0.153468735754838
"gdi13",-0.14724566204515
"gdi21",0.766108736365859
"gdi22",0.839782085414908
"gdi23",0.825077639144784
"gdi31",0.714024074115971
"gdi32",0.805652570005217
"gdi33",0.79350151142454
"gdi41",0.703943053169706
"gdi42",0.768996957661723
"gdi43",0.76582083105301
"gdi51",-0.16126506213332
"gdi52",-0.070608491233988
"gdi53",0.00438926720561905
"ksq_detw",-0.0698176655426593
"log_det_ratio",0.748277101655308
"log_ss_ratio",0.766446296318176
"mcclain_rao",-0.728650238880657
"pbm",0.751220173306351
"point_biserial",-0.826034678725793
"ray_turi",-0.107161785539572
"ratkowsky_lance",0.575156173902731
"scott_symons",NA
"sd_scat",-0.61607304958951
"sd_dis",-0.536407246826709
"s_dbw",-0.55469003219725
"silhouette",0.420147148261099
"tau",-0.0997587863739176
"trace_w",-0.213781017987248
"trace_wib",0.688228100160691
"wemmert_gancarski",0.670059359893799
"xie_beni",-0.0983780366733251
"infomax",0.673366822540288
"Time",0.0460372711556001
