"","ARI"
"Purity",0.963628912993833
"Fmeasure",0.82684885637147
"RI",0.999838734454761
"ARI",1
"ball_hall",0.0120246866764892
"banfeld_raftery",NA
"c_index",-0.47720047595393
"calinski_harabasz",0.741376038062505
"davies_bouldin",-0.0518173258534266
"det_ratio",0.0405857730012719
"dunn",-0.0513775953895014
"gamma",NA
"g_plus",-0.0470379387193199
"gdi11",-0.0513775953895014
"gdi12",-0.110429682455146
"gdi13",-0.117842719627064
"gdi21",0.334860617987833
"gdi22",0.308798964831774
"gdi23",0.276589500805337
"gdi31",0.134146888893504
"gdi32",0.0758335889417852
"gdi33",0.0517684526158716
"gdi41",0.1315507313829
"gdi42",0.0792313692308313
"gdi43",0.0563712233922498
"gdi51",0.625673424657785
"gdi52",0.685992852778753
"gdi53",0.659132490489254
"ksq_detw",-0.195390510026602
"log_det_ratio",0.461219368342017
"log_ss_ratio",0.715282692639891
"mcclain_rao",-0.36298363962755
"pbm",0.607987779392387
"point_biserial",-0.562133489887729
"ray_turi",-0.0464727153457548
"ratkowsky_lance",0.357517411576812
"scott_symons",NA
"sd_scat",-0.530431110281866
"sd_dis",-0.0989216543083538
"s_dbw",-0.0968283151754888
"silhouette",0.121773085766696
"tau",0.0193283361560398
"trace_w",-0.232470785877361
"trace_wib",0.658134390868764
"wemmert_gancarski",0.304694126565094
"xie_beni",NA
"infomax",0.66563302162372
"Time",0.0286845794923537
