"","ARI"
"Purity",0.972946945067339
"Fmeasure",0.818371052376568
"RI",0.999671247657326
"ARI",1
"ball_hall",-0.311897618031991
"banfeld_raftery",NA
"c_index",-0.0992738928900229
"calinski_harabasz",0.0144654757671282
"davies_bouldin",0.11440676339171
"det_ratio",-0.0709083922943761
"dunn",-0.0360513152970316
"gamma",NA
"g_plus",0.025726758977816
"gdi11",-0.0360513152970316
"gdi12",-0.074824501562855
"gdi13",-0.0761815932284591
"gdi21",-0.0895808929325828
"gdi22",-0.16121447025932
"gdi23",-0.159596639411322
"gdi31",-0.156554355913699
"gdi32",-0.216561678466311
"gdi33",-0.214193605683498
"gdi41",-0.223418392651703
"gdi42",-0.268700206788507
"gdi43",-0.267700073242685
"gdi51",0.374360903210312
"gdi52",0.311354132676226
"gdi53",0.318248982556474
"ksq_detw",-0.213760207657116
"log_det_ratio",0.135568841233099
"log_ss_ratio",0.0997026104677575
"mcclain_rao",0.145115031531766
"pbm",-0.523397807263398
"point_biserial",0.662800540622028
"ray_turi",-0.0191256101249572
"ratkowsky_lance",0.454719976321149
"scott_symons",NA
"sd_scat",-0.0536979006077728
"sd_dis",0.684024058897378
"s_dbw",0.0212457555303145
"silhouette",-0.363140931141864
"tau",-0.0503699817308228
"trace_w",-0.339751149338243
"trace_wib",0.143610429519975
"wemmert_gancarski",-0.106561229352476
"xie_beni",NA
"infomax",0.279609382335312
"Time",0.0433656015025226
