"","ARI"
"Purity",0.822991837352403
"Fmeasure",0.137637759770062
"RI",0.90850024175939
"ARI",1
"ball_hall",-0.0132473773009538
"banfeld_raftery",NA
"c_index",0.0270987692620698
"calinski_harabasz",-0.0217457701314251
"davies_bouldin",-0.035815948951067
"det_ratio",0.0230913683147901
"dunn",0.00967763063178551
"gamma",NA
"g_plus",0.0385292595454765
"gdi11",0.00967763063178551
"gdi12",0.0183147900638337
"gdi13",0.019025823694993
"gdi21",-0.0518733763192661
"gdi22",-0.0180629002455969
"gdi23",-0.0211556077735813
"gdi31",-0.00541195819090107
"gdi32",0.00977452148682162
"gdi33",0.00851474992007118
"gdi41",-0.0041863536809835
"gdi42",0.00816468575944252
"gdi43",0.00707155182181893
"gdi51",-0.062068531674095
"gdi52",-0.0495854318661952
"gdi53",-0.0668143708159162
"ksq_detw",-0.0180115206657258
"log_det_ratio",0.016115924202672
"log_ss_ratio",-0.0395835341224749
"mcclain_rao",-0.00999392759684956
"pbm",0.0464409181322371
"point_biserial",0.00700910977094919
"ray_turi",-0.0493636064103407
"ratkowsky_lance",0.0015737415988479
"scott_symons",NA
"sd_scat",0.0564269721046202
"sd_dis",0.0134785916595724
"s_dbw",-0.0468629935286003
"silhouette",0.0107032451971922
"tau",0.00230031571426454
"trace_w",0.0025939817226747
"trace_wib",0.0175530243515336
"wemmert_gancarski",-0.00439546074041887
"xie_beni",0.00843369644070648
"infomax",-0.0421027625176848
"Time",-0.00664546728771624
