"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"886",738,282,729.5,723,24,26,854,846,279,860.5,469,783
"786",666.5,335,722.5,722,63,69,930,709,118,680.5,336,508.5
"556",666.5,295,722.5,721,187,383,557,625,771,798.5,728,862
"122",738,544.5,711,717.5,585,561,388,569,753,473.5,733,569
"125",738,544.5,711,717.5,648.5,457.5,317.5,501.5,789.5,473.5,623.5,486.5
"127",738,544.5,711,717.5,648.5,457.5,317.5,501.5,789.5,473.5,623.5,486.5
"128",738,544.5,711,717.5,691,432,291,479,798,473.5,609,459
"129",738,544.5,711,717.5,648.5,457.5,317.5,501.5,789.5,473.5,623.5,486.5
"131",738,544.5,711,717.5,648.5,457.5,317.5,501.5,789.5,473.5,623.5,486.5
"41",738,514,711,714,355,163,496,647,554,466.5,376,437
"121",738,477.5,711,713,601,494,343,497,858,504,694.5,560
"319",738,396,711,712,318,397,427,534,749,578.5,533,525
"123",738,326,711,709,574,625,302,397,918,715,848,724
"124",738,326,711,709,480,718,382,451,885,715,887,792
"126",738,326,711,709,480,718,382,451,885,715,887,792
"130",738,326,711,709,591,553,277,388,926,715,817,684
"132",738,326,711,709,480,718,382,451,885,715,887,792
"133",738,302,711,704.5,565.5,127.5,281.5,381.5,928.5,762,557,566
"134",738,302,711,704.5,535,144,313,396,925,754,568,582
"135",738,302,711,704.5,429,148,387,447,897,762,570,651
"136",738,302,711,704.5,565.5,127.5,281.5,381.5,928.5,754,554,561
"379",596.5,286,711,702,265,170,444,518,739,791.5,496.5,601
"320",738,509,697,701,388,398,414,582,681,484.5,505.5,467
"657",738,493,697,700,330,690,580,686,651,492,806,740
"658",738,436,697,699,281,604,575,664,673,549.5,749,736.5
"787",738,419,697,696,186,722,538,640,558,554.5,627,570
"887",666.5,785.5,687,696,714.5,248.5,306.5,470.5,484.5,288,322,332
"888",666.5,785.5,687,696,714.5,248.5,306.5,470.5,484.5,288,322,332
"889",666.5,785.5,687,696,714.5,248.5,306.5,470.5,484.5,288,322,332
"890",666.5,785.5,687,696,714.5,248.5,306.5,470.5,484.5,286,320,330
"137",738,319,697,692.5,373,167,401,449,836,661.5,467,518
"197",738,334,697,692.5,374,131,371,474,839,655,450,510
"198",738,274.5,697,690.5,453,426,286,387,896,815.5,661,629
"199",738,274.5,697,690.5,224,415,531,608,755,815.5,751,855
"42",738,246,697,689,47,21,749,784,354,886.5,447,746.5
"200",738,277,692,688,242,122,751,737,660,800.5,720,908
"469",666.5,339.5,687,685.5,476.5,536,782,773.5,767.5,615,935,931
"470",666.5,339.5,687,685.5,476.5,536,782,773.5,767.5,615,935,931
"471",666.5,339.5,687,685.5,476.5,536,782,773.5,767.5,615,935,931
"472",666.5,339.5,687,685.5,476.5,536,780,773.5,767.5,615,933,929
"380",666.5,269,687,683,297,737.5,421,480,830,808.5,869,840
"201",596.5,662.5,677.5,681.5,848,740,624,59,347,294.5,490,322
"202",596.5,662.5,677.5,681.5,849,453,587,59,366,294.5,354,290
"381",596.5,358,677.5,677.5,501,669,334,436,842,592.5,766,587
"382",596.5,358,677.5,677.5,501,669,334,436,842,592.5,766,587
"384",596.5,358,677.5,677.5,501,669,334,436,842,592.5,766,587
"385",596.5,358,677.5,677.5,501,669,334,436,842,592.5,766,587
"386",596.5,358,677.5,677.5,501,669,334,436,842,592.5,766,587
"387",596.5,358,677.5,677.5,430,747,375,507,785,592.5,807,652
"891",596.5,302,677.5,674,188,56,645,360,369,642,198,372
"557",666.5,529.5,667.5,671,569,521,564,713,570,395,738,596.5
"558",666.5,529.5,667.5,671,674.5,197.5,857.5,908.5,520.5,395,862.5,892.5
"559",666.5,529.5,667.5,671,674.5,197.5,857.5,908.5,520.5,395,862.5,892.5
"561",666.5,529.5,667.5,671,433,681,630,755,495,387.5,769.5,625
"562",666.5,529.5,667.5,671,629,546,508,680,646,395,784,613.5
"383",596.5,263,677.5,668,337,559,376,427,793,777.5,665,627
"892",666.5,310,667.5,667,372,165,832,822,525,610.5,730,884
"659",666.5,298,667.5,665,153,523,604,676,618,638.5,636.5,718
"660",666.5,298,667.5,665,200.5,516.5,572.5,644.5,662.5,638.5,645.5,711.5
"661",666.5,298,667.5,665,200.5,516.5,572.5,644.5,662.5,638.5,645.5,711.5
"560",666.5,266,667.5,663,310,130,526,602,804,738,588,758.5
"662",666.5,497.5,657.5,659.5,679,620,757,841.5,549,435.5,928.5,877.5
"664",666.5,497.5,657.5,659.5,679,620,757,841.5,549,435.5,928.5,877.5
"665",666.5,497.5,657.5,659.5,288,739,618,733,529,435.5,745,648
"666",666.5,497.5,657.5,659.5,679,620,757,841.5,549,435.5,928.5,877.5
"668",666.5,497.5,657.5,659.5,679,620,757,844,549,435.5,931,881
"669",666.5,497.5,657.5,659.5,679,620,757,841.5,549,435.5,928.5,877.5
"663",666.5,479.5,657.5,656,334,543,601,725,569,440.5,636.5,590
"893",666.5,389,657.5,655,212,117,661,368,419,546,241,381
"138",596.5,695.5,639,653.5,494,222.5,688,432.5,518,316,369,397
"139",596.5,695.5,639,653.5,495,222.5,689,432.5,519,317,372,398
"43",666.5,212,657.5,651.5,78,77,827,710,299,893.5,462.5,728
"667",666.5,208.5,657.5,651.5,233,39,443,521,861,910.5,539,765
"391",596.5,336.5,639,649.5,446,691,377,520,762,568.5,758,600
"392",596.5,336.5,639,649.5,682,560,187,338,887,568.5,641,453
"484",596.5,273,639,647.5,439,200,790,767,761,631,872,926.5
"486",666.5,385,623.5,647.5,579,536,738,811,718,513.5,932,914
"473",596.5,255,639,640,517.5,851.5,448.5,546.5,808.5,670,920.5,831.5
"474",596.5,255,639,640,385,871,553,632,730,670,915,872
"475",596.5,255,639,640,517.5,851.5,448.5,546.5,808.5,670,920.5,831.5
"476",596.5,255,639,640,385,871,553,632,730,670,915,872
"477",596.5,255,639,640,517.5,851.5,448.5,546.5,808.5,670,920.5,831.5
"478",596.5,255,639,640,385,871,553,632,730,670,915,872
"479",596.5,255,639,640,517.5,851.5,448.5,546.5,808.5,670,920.5,831.5
"480",596.5,255,639,640,385,871,553,632,730,670,915,872
"481",596.5,255,639,640,517.5,851.5,448.5,546.5,808.5,670,920.5,831.5
"482",596.5,255,639,640,385,871,553,632,730,670,915,872
"483",596.5,255,639,640,517.5,851.5,448.5,546.5,808.5,670,920.5,831.5
"485",596.5,255,639,640,382,67,800,768,726,670,791,922
"894",596.5,255,639,640,349,202,828,814,546,670,788,904
"388",596.5,236.5,639,629.5,618.5,729,183.5,325.5,933.5,754,854.5,638.5
"389",596.5,236.5,639,629.5,618.5,729,183.5,325.5,933.5,754,854.5,638.5
"390",596.5,236.5,639,629.5,618.5,729,183.5,325.5,933.5,754,854.5,638.5
"393",596.5,236.5,639,629.5,618.5,729,183.5,325.5,933.5,754,854.5,638.5
"394",596.5,236.5,639,629.5,618.5,729,183.5,325.5,933.5,754,854.5,638.5
"395",596.5,236.5,639,629.5,428,301,342,409,875,762,590,592
"396",596.5,236.5,639,629.5,618.5,729,183.5,325.5,933.5,754,854.5,638.5
"397",596.5,236.5,639,629.5,370,737.5,378,463,850,754,859,779
"670",666.5,306.5,623.5,625,219,602,592,673,682,571.5,744,762
"46",666.5,538.5,605.5,623.5,557,183,693,793,623,432,678,744
"788",596.5,211,639,623.5,69,94,862,791,169,872,457,704
"140",666.5,525,605.5,622,33,16.5,914,568,59,446,93,356
"563",666.5,271.5,623.5,620.5,226.5,500.5,581.5,657.5,723.5,642,736.5,799.5
"564",666.5,271.5,623.5,620.5,226.5,500.5,581.5,657.5,723.5,642,736.5,799.5
"672",666.5,433,605.5,619,452,231,441,615,666,491,471,479
"671",666.5,403,605.5,615,669.5,634.5,268.5,421.5,817,484.5,690,473.5
"674",666.5,403,605.5,615,286,733,600,699,596,484.5,781,708
"675",666.5,403,605.5,615,669.5,634.5,268.5,421.5,817,484.5,690,473.5
"679",666.5,403,605.5,615,669.5,634.5,268.5,421.5,817,484.5,690,473.5
"682",666.5,403,605.5,615,669.5,634.5,268.5,421.5,817,484.5,690,473.5
"687",666.5,403,605.5,615,669.5,634.5,268.5,421.5,820,484.5,697.5,481
"688",666.5,403,605.5,615,669.5,634.5,268.5,421.5,817,484.5,690,473.5
"206",526.5,367,605.5,611,119,396,596,682,433,552.5,419.5,477
"44",666.5,348,605.5,605.5,471.5,304.5,705.5,757.5,683.5,519.5,808.5,859.5
"45",666.5,348,605.5,605.5,471.5,304.5,705.5,757.5,683.5,519.5,808.5,859.5
"673",666.5,358,605.5,605.5,571.5,330.5,288.5,411.5,847.5,532.5,520.5,446.5
"676",666.5,358,605.5,605.5,571.5,330.5,288.5,411.5,847.5,532.5,520.5,446.5
"677",666.5,358,605.5,605.5,237,573,599,689,624,532.5,658,676
"678",666.5,358,605.5,605.5,409,522,816,805,589,532.5,894,902
"680",666.5,358,605.5,605.5,284,572,565,656,664,532.5,674,668
"681",666.5,358,605.5,605.5,571.5,330.5,288.5,411.5,847.5,532.5,520.5,446.5
"683",666.5,358,605.5,605.5,571.5,330.5,288.5,411.5,847.5,532.5,520.5,446.5
"689",666.5,348,605.5,605.5,255,787,603,692,586,519.5,810,736.5
"398",526.5,323,605.5,600,390,179,717,732,686,566,666,812
"566",666.5,309,605.5,598,395,289,532,638,751,558,608,664
"684",666.5,296,605.5,598,124,526,625,697,581,592.5,600,673
"686",666.5,305,605.5,598,301,320,370,416,786,581.5,415.5,441
"565",666.5,264.5,605.5,595.5,249,419,576,654,733,655,686,779
"567",666.5,264.5,605.5,595.5,147,529.5,651,724,654,655,756,846
"685",526.5,244,605.5,594,44,113,896,837,282,680.5,453,702
"203",666.5,218,605.5,592,465,413,284,384,889,805,651,613.5
"204",666.5,218,605.5,592,465,413,284,384,889,805,651,613.5
"205",666.5,218,605.5,592,465,413,284,384,889,805,651,613.5
"399",526.5,205,605.5,590,498,175,198,335,927,860.5,528.5,533
"400",596.5,751,586,588,485,373,772,881,316,277,586,529
"895",596.5,751,586,588,728,76,763,884,394,277,591,563
"897",596.5,751,586,588,724,97,300,477,478,277,255.5,321
"401",596.5,351,586,586,381,80,259,274,493,539,92,287
"690",596.5,227,586,585,139,518,648,712,593,734.5,748,843
"568",596.5,198,586,584,142,694,649,694,707,860.5,904,925
"896",596.5,172,586,583,109,103,923,854,159,929.5,573,845
"403",526.5,603,575,582,874,449,525,59,396,290,349,281
"487",526.5,440,575,581,71,689,822,830,345,444,628.5,655
"571",596.5,439,562.5,580,624,159,866,914,480,378,796,842
"569",596.5,434.5,562.5,578.5,445,529.5,626,750,501,402,657,576.5
"574",596.5,434.5,562.5,578.5,461,734,617,748,515,402,825,677.5
"321",526.5,269,575,576.5,280,296,454,581,704,592.5,480,517
"323",526.5,269,575,576.5,25,96,863,815,277,575,363,555
"322",526.5,232,575,575,348,205,369,466,802,644.5,442,497.5
"404",526.5,231,575,574,362,756,389,505,800,655,819,714
"207",526.5,218,575,570.5,307,581,485,563,758,725.5,794,795
"208",526.5,218,575,570.5,411,551,364,417,859,725.5,731,674
"488",526.5,218,575,570.5,343,761,579,628,674,680.5,893,854
"489",526.5,218,575,570.5,526,342,438,522,835,680.5,747,748
"490",526.5,218,575,570.5,673,539,212,356,921,680.5,769.5,578
"491",526.5,218,575,570.5,394,550,542,623,748,680.5,849,848
"47",526.5,208.5,575,567,36,99,849,829,276,744,440.5,692
"405",526.5,175,575,566,269,214,428,499,825,829,565,699
"406",596.5,247.5,562.5,564.5,415.5,233.5,695.5,726.5,601.5,578.5,655.5,756.5
"407",596.5,247.5,562.5,564.5,415.5,233.5,695.5,726.5,601.5,578.5,655.5,756.5
"402",526.5,160,575,563,256,277,385,431,845,929.5,592,725
"141",596.5,199.5,562.5,561.5,99,43,925,878,117,791.5,454,713
"570",596.5,199.5,562.5,561.5,38,58,885,862,313,791.5,505.5,807
"572",596.5,170.5,562.5,559.5,305,263,521,588,863,872,790,901
"573",596.5,170.5,562.5,559.5,192,487,639,691,742,872,885,928
"691",596.5,162,562.5,558,114,257,653,700,656,903,683,897
"211",596.5,548,553,557,371,107,180,357,360,355.5,29,190
"142",596.5,504.5,553,556,182,2,767,373,466,418,177,370
"209",596.5,378.5,553,554.5,587.5,544.5,671.5,779.5,611.5,440.5,889.5,827.5
"210",596.5,378.5,553,554.5,587.5,544.5,671.5,779.5,611.5,440.5,889.5,827.5
"143",596.5,306.5,553,553,167,108,747,322,404,539,213.5,379
"492",596.5,284.5,553,551.5,418.5,261.5,491.5,336.5,565.5,532.5,352,386.5
"493",596.5,284.5,553,551.5,418.5,261.5,491.5,336.5,565.5,532.5,352,386.5
"408",596.5,597.5,546.5,549,692,479,295,516,462,349,427,352
"409",596.5,597.5,546.5,549,693.5,479,295,516,460.5,349,427,350.5
"410",596.5,597.5,546.5,549,693.5,479,295,516,460.5,349,427,350.5
"144",526.5,659.5,541,546.5,314.5,286.5,698.5,539.5,422.5,309.5,337.5,393.5
