"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"481",2388.5,2392.5,2388.5,2388.5,1638,701,949,1031,2244,2103.5,1791.5,1863
"482",2388.5,2392.5,2388.5,2388.5,1472.5,705.5,993.5,1069.5,2188.5,2103.5,1702.5,1820.5
"483",2388.5,2392.5,2388.5,2388.5,1167,494,1775,1802,1984,2103.5,2107,2279
"484",2388.5,2392.5,2388.5,2388.5,1638,701,949,1031,2244,2103.5,1791.5,1863
"485",2388.5,2392.5,2388.5,2388.5,1472.5,705.5,993.5,1069.5,2188.5,2103.5,1702.5,1820.5
"486",2388.5,2392.5,2388.5,2388.5,1167,494,1775,1802,1984,2103.5,2107,2279
"487",2388.5,2392.5,2388.5,2388.5,1725.5,508.5,905.5,1003.5,2263.5,2103.5,1683,1777.5
"488",2388.5,2392.5,2388.5,2388.5,1638,701,949,1031,2244,2103.5,1791.5,1863
"489",2388.5,2392.5,2388.5,2388.5,1472.5,705.5,993.5,1069.5,2188.5,2103.5,1702.5,1820.5
"490",2388.5,2392.5,2388.5,2388.5,1011,1317,1830,1838,1928,2103.5,2354,2338
"491",2388.5,2392.5,2388.5,2388.5,907,1390,1869,1865,1870,2103.5,2351,2339
"492",2388.5,2392.5,2388.5,2388.5,1638,701,949,1031,2244,2103.5,1791.5,1863
"493",2388.5,2392.5,2388.5,2388.5,1167,494,1775,1802,1984,2103.5,2107,2279
"494",2388.5,2392.5,2388.5,2388.5,1725.5,508.5,905.5,1003.5,2263.5,2103.5,1683,1777.5
"495",2388.5,2392.5,2388.5,2388.5,1638,701,949,1031,2244,2103.5,1791.5,1863
"496",2388.5,2392.5,2388.5,2388.5,1472.5,705.5,993.5,1069.5,2188.5,2103.5,1702.5,1820.5
"497",2388.5,2380.5,2388.5,2388.5,1336.5,596.5,1731.5,1749.5,2099,2368,2326,2378
"498",2388.5,2380.5,2388.5,2388.5,1194.5,777.5,1767.5,1790.5,2029.5,2368,2340.5,2383.5
"499",2388.5,2380.5,2388.5,2388.5,1037.5,963.5,1807.5,1819.5,1955.5,2368,2344.5,2381.5
