"","ARI"
"Purity",0.910908392242304
"Fmeasure",0.185545691158076
"RI",0.976907930660358
"ARI",1
"ball_hall",0.0951914806733773
"banfeld_raftery",NA
"c_index",0.186857400689235
"calinski_harabasz",-0.19076536310099
"davies_bouldin",0.249034247366125
"det_ratio",-0.0272067572738458
"dunn",-0.0821920344050958
"gamma",NA
"g_plus",-0.107360089857196
"gdi11",-0.0821920344050958
"gdi12",-0.0739767673254244
"gdi13",-0.0770578745093563
"gdi21",-0.201398901739617
"gdi22",-0.112863717433838
"gdi23",-0.131132272585498
"gdi31",-0.131873139937493
"gdi32",-0.105068933096539
"gdi33",-0.110631292106382
"gdi41",-0.152371377920583
"gdi42",-0.117282105392007
"gdi43",-0.122041713755172
"gdi51",-0.0324209497144039
"gdi52",-0.0606348257998151
"gdi53",-0.0924914836449437
"ksq_detw",0.122617934289031
"log_det_ratio",-0.205293204599385
"log_ss_ratio",-0.207052420477737
"mcclain_rao",0.22880481074103
"pbm",-0.141766801248684
"point_biserial",0.148366967153592
"ray_turi",0.0829856384657145
"ratkowsky_lance",-0.183812361223438
"scott_symons",NA
"sd_scat",0.124613466083304
"sd_dis",0.28061275139463
"s_dbw",0.165583653996508
"silhouette",-0.192345573151799
"tau",-0.0324223164999581
"trace_w",0.0701903834956915
"trace_wib",-0.149009538359036
"wemmert_gancarski",-0.306819074820209
"xie_beni",0.0920675401308797
"infomax",0.0618997099462679
"Time",0.0218573951631831
