"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"97",936,936,936,936,11,5,870,340,9,695,109,328
"1",934.5,470,934.5,935,12,75,137,195,10,643,2,104
"193",934.5,419,934.5,934,14,22,378,225,35,914.5,32,229
"98",933,406,933,933,18,158,929,750,2,790.5,281,589
"195",931,381,931,932,67,27,880,705,111,753,260,542
"194",931,376,931,931,88,139,788,643,318,820,343,672
"385",931,374,931,930,24,89,914,712,18,914.5,293,646
"99",928,521.5,928,928.5,79.5,356.5,147.5,182.5,335,556,43,152
"101",928,521.5,928,928.5,79.5,356.5,147.5,182.5,334,556,42,151
"100",928,369,928,927,25,3,903,720,11,868.5,256,593
"200",923.5,353,923.5,926,32,259,871,645,20,790.5,269,483.5
"196",923.5,332.5,923.5,923.5,214.5,343.5,447.5,456.5,761.5,868.5,636.5,736.5
"197",923.5,332.5,923.5,923.5,214.5,343.5,447.5,456.5,761.5,868.5,636.5,736.5
"198",923.5,332.5,923.5,923.5,214.5,343.5,447.5,456.5,761.5,868.5,636.5,736.5
"199",923.5,332.5,923.5,923.5,214.5,343.5,447.5,456.5,761.5,868.5,636.5,736.5
"577",923.5,330,923.5,921,13,115,897,695,16,931,289,637
"102",916.5,404.5,916.5,919.5,344.5,281.5,647.5,665.5,585.5,564.5,629.5,712.5
"103",916.5,404.5,916.5,919.5,344.5,281.5,647.5,665.5,585.5,564.5,629.5,712.5
"104",916.5,325,916.5,917,70,68,77,177,400,753,23.5,188
"289",916.5,325,916.5,917,52,248,53,171,358,753,39,181
"386",916.5,325,916.5,917,23,58,935,863,28,753,287,648
"673",916.5,310,916.5,915,49,205,171,257,377,820,97,252
"578",916.5,301.5,916.5,913.5,41,49,290,242,114,914.5,41,234
"674",916.5,301.5,916.5,913.5,86,180,768,551,388,914.5,418,698
"2",909.5,401.5,909.5,912,51,90,127,229,273,556,7,144
"675",909.5,375,909.5,911,46,127,207,272,329,569,25,185
