"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"866",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"867",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"868",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"869",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"870",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"871",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"872",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"873",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"874",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"875",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"876",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"877",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"878",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"879",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"880",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"881",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"882",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"883",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"884",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"885",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"886",853.5,837.5,853.5,837,394.5,67.5,738.5,799.5,607.5,805,650.5,885.5
"887",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"888",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"889",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"890",853.5,837.5,853.5,837,394.5,67.5,738.5,799.5,607.5,805,650.5,885.5
"891",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"892",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"893",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"894",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"895",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"896",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"897",853.5,837.5,853.5,837,394.5,67.5,738.5,799.5,607.5,805,650.5,885.5
"898",853.5,837.5,853.5,837,644.5,515.5,362.5,426.5,861.5,805,778.5,761.5
"899",853.5,837.5,853.5,837,760,555,272,342,945,805,808,709
"900",853.5,837.5,853.5,837,579,814,390,449,848,805,909,826
"901",853.5,837.5,853.5,837,394.5,67.5,738.5,799.5,607.5,805,650.5,885.5
"6",767,792.5,767,792.5,698.5,103.5,318.5,389.5,880,598,458,430.5
"7",767,792.5,767,792.5,456.5,154.5,518.5,592.5,727.5,598,483.5,539.5
"10",767,792.5,767,792.5,495,129,437,508,762,598,411,464
"11",767,792.5,767,792.5,698.5,103.5,318.5,389.5,881,598,459,433
"12",767,792.5,767,792.5,456.5,154.5,518.5,592.5,727.5,598,483.5,539.5
"115",767,792.5,767,792.5,466.5,259.5,431.5,492.5,734.5,598,448.5,458.5
"116",767,792.5,767,792.5,466.5,259.5,431.5,492.5,734.5,598,448.5,458.5
"199",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"200",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"201",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"202",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"203",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"204",767,792.5,767,792.5,367.5,645.5,609.5,664.5,666.5,598,753.5,788.5
"205",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"206",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"207",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"208",767,792.5,767,792.5,367.5,645.5,609.5,664.5,666.5,598,753.5,788.5
"209",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"210",767,792.5,767,792.5,367.5,645.5,609.5,664.5,666.5,598,753.5,788.5
"211",767,792.5,767,792.5,533.5,652.5,444.5,502.5,751.5,598,694.5,602.5
"212",767,792.5,767,792.5,367.5,645.5,609.5,664.5,666.5,598,753.5,788.5
"301",767,792.5,767,792.5,216,419,711,769,613,598,602,791
"580",767,792.5,767,792.5,631.5,635.5,453.5,513.5,778.5,598,772.5,685.5
"581",767,792.5,767,792.5,736,467.5,323,386,886,598,643,508
"582",767,792.5,767,792.5,476.5,802.5,562.5,632.5,697.5,598,867.5,809.5
"583",767,792.5,767,792.5,736,467.5,323,386,886,598,643,508
"585",767,792.5,767,792.5,736,467.5,323,386,886,598,643,508
"587",767,792.5,767,792.5,293,143,855,839,541,598,572,834
"588",767,792.5,767,792.5,631.5,635.5,453.5,513.5,778.5,598,772.5,685.5
"590",767,792.5,767,792.5,736,467.5,323,386,886,598,643,508
"591",767,792.5,767,792.5,476.5,802.5,562.5,632.5,697.5,598,867.5,809.5
"593",767,792.5,767,792.5,736,467.5,323,386,886,598,643,508
"689",767,792.5,767,792.5,560,255,338,404,829,598,453,417
"690",767,792.5,767,792.5,560,255,338,404,829,598,453,417
"691",767,792.5,767,792.5,363,588,515,583,671,598,597,569
"692",767,792.5,767,792.5,560,255,338,404,829,598,453,417
"693",767,792.5,767,792.5,560,255,338,404,829,598,453,417
"694",767,792.5,767,792.5,560,255,338,404,829,598,453,417
"695",767,792.5,767,792.5,560,255,338,404,829,598,453,417
"696",767,792.5,767,792.5,358.5,436.5,508.5,580.5,660.5,598,522.5,520.5
"697",767,792.5,767,792.5,560,255,338,404,829,598,453,417
"698",767,792.5,767,792.5,358.5,436.5,508.5,580.5,660.5,598,522.5,520.5
"8",767,758,767,746,478,441.5,382,456,796,739.5,580,566
"9",767,758,767,746,278,440,643,687,657,739.5,661,819
"117",767,758,767,746,196,28,790,822,581,739.5,525,850
"302",767,732.5,767,746,152.5,225.5,908.5,878.5,512,882,760,951
"303",767,732.5,767,746,248,587,692,755,643,882,893,945
"304",767,732.5,767,746,152.5,225.5,908.5,878.5,511,882,759,950
"387",767,732.5,767,746,669,615,418,460,893,882,931,878
"388",767,732.5,767,746,500,730,578,627,821,882,955,940
"389",767,732.5,767,746,500,730,578,627,821,882,955,940
"390",767,732.5,767,746,669,615,418,460,893,882,931,878
"391",767,732.5,767,746,669,615,418,460,893,882,931,878
"392",767,732.5,767,746,500,730,578,627,821,882,955,940
"393",767,732.5,767,746,669,615,418,460,893,882,931,878
"394",767,732.5,767,746,500,730,578,627,821,882,955,940
"395",767,732.5,767,746,669,615,418,460,893,882,931,878
"396",767,732.5,767,746,500,730,578,627,821,882,955,940
"397",767,732.5,767,746,500,730,578,627,821,882,955,940
"398",767,732.5,767,746,669,615,418,460,893,882,931,878
"399",767,732.5,767,746,748,474,352,410.5,937,882,888.5,857.5
"400",767,732.5,767,746,500,730,578,627,821,882,955,940
"401",767,732.5,767,746,249,76,913,872,505,882,719,947
"402",767,732.5,767,746,748,474,352,412,937,882,892,859
"403",767,732.5,767,746,500,730,578,627,821,882,955,940
"404",767,732.5,767,746,669,615,418,460,893,882,931,878
"405",767,732.5,767,746,748,474,352,410.5,937,882,888.5,857.5
"406",767,732.5,767,746,500,730,578,627,821,882,955,940
"484",767,758,767,746,391,431,592,648,706,739.5,721,836
"485",767,758,767,746,391,431,592,648,706,739.5,721,836
"486",767,758,767,746,484.5,505.5,524.5,586.5,798.5,739.5,786.5,845.5
"487",767,758,767,746,391,431,592,648,706,739.5,721,836
"488",767,758,767,746,484.5,505.5,524.5,586.5,798.5,739.5,786.5,845.5
"489",767,732.5,767,746,446,195,516,582,784,882,647,840
"584",767,758,767,746,462,743,571,637.5,738,739.5,918.5,890.5
"586",767,758,767,746,462,743,571,637.5,738,739.5,918.5,890.5
"589",767,758,767,746,590,364,474,536,813,739.5,725,784
"592",767,758,767,746,590,364,474,536,813,739.5,725,784
"594",767,758,767,746,462,743,571,637.5,738,739.5,918.5,890.5
"595",767,758,767,746,590,364,474,536,813,739.5,725,784
"596",767,758,767,746,723.5,599.5,316.5,382.5,922.5,739.5,813.5,723.5
"597",767,758,767,746,462,743,571,635,738,739.5,916,883
"598",767,758,767,746,590,364,474,536,813,739.5,725,784
"599",767,758,767,746,590,364,474,536,813,739.5,725,784
"600",767,758,767,746,723.5,599.5,316.5,382.5,922.5,739.5,813.5,723.5
"601",767,758,767,746,462,743,571,637.5,738,739.5,918.5,890.5
"814",767,758,767,746,338,490,730,794,621,739.5,831,916
"815",767,758,767,746,338,490,730,794,621,739.5,831,916
"816",767,758,767,746,338,490,730,794,621,739.5,831,916
"817",767,758,767,746,338,490,730,794,621,739.5,831,916
"818",767,758,767,746,338,490,730,794,621,739.5,831,916
"819",767,758,767,746,338,490,730,794,621,739.5,831,916
"820",767,758,767,746,338,490,730,794,621,739.5,831,916
"13",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"14",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"15",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"16",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"17",670.5,698,670.5,698,742.5,543.5,290.5,359.5,875.5,535,621.5,449.5
"18",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"19",670.5,698,670.5,698,266,530,782,818,591,535,738,854
"20",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"21",670.5,698,670.5,698,742.5,543.5,290.5,359.5,875.5,535,621.5,449.5
"22",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"23",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"24",670.5,698,670.5,698,742.5,543.5,290.5,359.5,875.5,535,621.5,449.5
"25",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"26",670.5,698,670.5,698,266,530,782,818,591,535,738,854
"27",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"28",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"29",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"30",670.5,698,670.5,698,742.5,543.5,290.5,359.5,875.5,535,621.5,449.5
"31",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"32",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"33",670.5,698,670.5,698,742.5,543.5,290.5,359.5,875.5,535,621.5,449.5
"34",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"35",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"36",670.5,698,670.5,698,742.5,543.5,290.5,359.5,875.5,535,621.5,449.5
"37",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"38",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"39",670.5,698,670.5,698,742.5,543.5,290.5,359.5,875.5,535,621.5,449.5
"40",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"41",670.5,698,670.5,698,266,530,782,818,591,535,738,854
"42",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"43",670.5,698,670.5,698,266,530,782,818,591,535,738,854
"44",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"45",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"46",670.5,698,670.5,698,266,530,782,818,591,535,738,854
"47",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"48",670.5,698,670.5,698,742.5,543.5,290.5,359.5,875.5,535,621.5,449.5
"49",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"50",670.5,698,670.5,698,616.5,862.5,403.5,473.5,770.5,535,795.5,581.5
"51",670.5,698,670.5,698,522.5,876.5,499.5,573.5,720.5,535,851.5,733.5
"699",670.5,698,670.5,698,405.5,436.5,451.5,521.5,662.5,535,467,427.5
"700",670.5,698,670.5,698,345,502,538,605,646,535,533,517
"701",670.5,698,670.5,698,405.5,436.5,451.5,521.5,662.5,535,467,427.5
"702",670.5,698,670.5,698,329.5,471.5,526.5,597.5,650.5,535,504.5,485.5
"703",670.5,698,670.5,698,329.5,471.5,526.5,597.5,650.5,535,504.5,485.5
"704",670.5,698,670.5,698,372,51,642,673,628,535,393,523
"118",670.5,657,670.5,657,69,206,881,833,250,669,396,629
"213",670.5,657,670.5,657,402,358,548,616,702,669,583,689
"214",670.5,657,670.5,657,402,358,548,616,702,669,583,689
"215",670.5,657,670.5,657,342,670,625,671,670,669,788,842
"216",670.5,657,670.5,657,402,358,548,616,702,669,583,689
"218",670.5,657,670.5,657,402,358,548,616,702,669,583,689
"219",670.5,657,670.5,657,402,358,548,616,702,669,583,689
"490",670.5,657,670.5,657,626.5,403.5,427.5,488.5,838.5,669,680.5,670
"491",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"492",670.5,657,670.5,657,488.5,446.5,521.5,589.5,781.5,669,716.5,778
"493",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"494",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"495",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"496",670.5,657,670.5,657,626.5,403.5,427.5,488.5,838.5,669,680.5,670
"497",670.5,657,670.5,657,488.5,446.5,521.5,589.5,781.5,669,716.5,778
"498",670.5,657,670.5,657,202,353,900,873,523,669,735,912
"499",670.5,657,670.5,657,417,167,558,619,699,669,512.5,642
"500",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"501",670.5,657,670.5,657,626.5,403.5,427.5,488.5,838.5,669,680.5,670
"502",670.5,657,670.5,657,488.5,446.5,521.5,589.5,781.5,669,716.5,778
"503",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"505",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"506",670.5,657,670.5,657,626.5,403.5,427.5,488.5,838.5,669,680.5,670
"509",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"510",670.5,657,670.5,657,626.5,403.5,427.5,488.5,838.5,669,680.5,670
"511",670.5,657,670.5,657,488.5,446.5,521.5,589.5,781.5,669,716.5,778
"512",670.5,657,670.5,657,568,457,461,528,806,669,709,718
"513",670.5,657,670.5,657,626.5,403.5,427.5,488.5,838.5,669,680.5,670
"602",670.5,657,670.5,657,597,696,483,544,793,669,879,814
"603",670.5,657,670.5,657,597,696,483,544,793,669,879,814
"604",670.5,657,670.5,657,597,696,483,544,793,669,879,814
"605",670.5,657,670.5,657,348.5,324.5,848.5,831.5,570.5,669,764.5,907.5
"608",670.5,657,670.5,657,597,696,483,544,793,669,879,814
"609",670.5,657,670.5,657,458.5,829.5,588.5,651.5,708.5,669,924.5,865.5
"610",670.5,657,670.5,657,597,696,483,544,793,669,879,814
"611",670.5,657,670.5,657,458.5,829.5,588.5,651.5,708.5,669,924.5,865.5
"612",670.5,657,670.5,657,348.5,324.5,848.5,831.5,570.5,669,764.5,907.5
"217",670.5,627,670.5,629.5,281,119,639,670,689,942,610,868
"305",670.5,627,670.5,629.5,244,623,696,756,640,942,921,953
"407",670.5,627,670.5,629.5,714,690,371,435,917,942,947,896
"408",670.5,627,670.5,629.5,714,690,371,435,917,942,947,896
"409",670.5,627,670.5,629.5,714,690,371,435,917,942,947,896
"410",670.5,627,670.5,629.5,472,681,606,659,785,942,960,952
"411",670.5,627,670.5,629.5,714,690,371,435,917,942,947,896
"412",670.5,627,670.5,629.5,230.5,292.5,916.5,875.5,502.5,942,865.5,959.5
"413",670.5,627,670.5,629.5,714,690,371,435,917,942,947,896
"414",670.5,627,670.5,629.5,714,690,371,435,917,942,947,896
"415",670.5,627,670.5,629.5,714,690,371,435,917,942,947,896
"416",670.5,627,670.5,629.5,230.5,292.5,916.5,875.5,502.5,942,865.5,959.5
"417",670.5,627,670.5,629.5,656,539,450,497,871,942,935,911
"504",670.5,636,670.5,629.5,539,377,466,512,833,805,744,811
"507",670.5,636,670.5,629.5,506,94,486,539,835,805,570.5,767
"508",670.5,636,670.5,629.5,421,415,556,612,760,805,762,860
"606",670.5,636,670.5,629.5,700,400,326,395,921,805,748,742
"607",670.5,636,670.5,629.5,425,386,594,650,733,805,766,867
"119",599.5,613.5,599.5,613.5,544.5,287.5,412.5,483.5,694.5,491.5,399.5,382.5
"120",599.5,613.5,599.5,613.5,544.5,287.5,412.5,483.5,694.5,491.5,399.5,382.5
"121",599.5,613.5,599.5,613.5,544.5,287.5,412.5,483.5,694.5,491.5,399.5,382.5
"122",599.5,613.5,599.5,613.5,544.5,287.5,412.5,483.5,694.5,491.5,399.5,382.5
"220",599.5,613.5,599.5,613.5,309,168,646,708,633,491.5,441,538
"221",599.5,613.5,599.5,613.5,160,192,879,853,508,491.5,497,756
"418",599.5,613.5,599.5,613.5,654,151,479,517,712,491.5,464,440
"419",599.5,613.5,599.5,613.5,654,151,479,517,712,491.5,464,440
"420",599.5,613.5,599.5,613.5,654,151,479,517,712,491.5,464,440
"514",599.5,613.5,599.5,613.5,397,146,586,655,637,491.5,397,474
"705",599.5,613.5,599.5,613.5,297,395,557,640,632,491.5,467,475
"706",599.5,613.5,599.5,613.5,263,243,689,758,616,491.5,486,631
"707",599.5,613.5,599.5,613.5,386.5,201.5,470.5,540.5,638.5,491.5,349.5,386.5
"708",599.5,613.5,599.5,613.5,386.5,201.5,470.5,540.5,638.5,491.5,349.5,386.5
"123",599.5,603.5,599.5,603.5,212,218,771,821,582,598,537,792
"902",599.5,603.5,599.5,603.5,719.5,384.5,285.5,354.5,882.5,598,548.5,444.5
"903",599.5,603.5,599.5,603.5,719.5,384.5,285.5,354.5,882.5,598,548.5,444.5
"904",599.5,603.5,599.5,603.5,364.5,117.5,742.5,806.5,583.5,598,542.5,774.5
"905",599.5,603.5,599.5,603.5,418,281,507,561,672,598,481,488
"906",599.5,603.5,599.5,603.5,364.5,117.5,742.5,806.5,583.5,598,542.5,774.5
"222",599.5,586.5,599.5,589.5,375,81,544,607,744,882,555,804
"223",599.5,586.5,599.5,589.5,453.5,61.5,455.5,509.5,800.5,882,531.5,726.5
"224",599.5,597.5,599.5,589.5,72.5,331.5,60.5,153.5,313.5,739.5,108.5,243.5
"225",599.5,586.5,599.5,589.5,292,73,630,668,692,882,558,843
"226",599.5,586.5,599.5,589.5,194.5,483.5,859.5,841.5,543.5,882,890.5,957.5
"227",599.5,586.5,599.5,589.5,375,81,544,607,744,882,555,804
"228",599.5,586.5,599.5,589.5,194.5,483.5,859.5,841.5,543.5,882,890.5,957.5
"229",599.5,586.5,599.5,589.5,375,81,544,607,744,882,555,804
"230",599.5,586.5,599.5,589.5,453.5,61.5,455.5,509.5,800.5,882,531.5,726.5
"231",599.5,597.5,599.5,589.5,72.5,331.5,60.5,153.5,313.5,739.5,108.5,243.5
"421",599.5,586.5,599.5,589.5,351,108,722,771,552,882,634.5,870
"422",599.5,597.5,599.5,589.5,115,21,958,944,240,739.5,472,808
