"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"193",960,960,960,960,184,314,860,855,606,912,910,960
"194",959,959,959,959,205,199,852,849,615,829.5,825,944
"195",954,954,954,954,126.5,264.5,678.5,689.5,450.5,750,501.5,711.5
"196",954,954,954,954,126.5,264.5,678.5,689.5,450.5,750,501.5,711.5
"197",954,954,954,954,215,38,851,845,616,750,707,927
"385",954,954,954,954,625,617.5,221,316,905,750,769,655
"386",954,954,954,954,625,617.5,221,316,905,750,769,655
"387",954,954,954,954,625,617.5,221,316,905,750,769,655
"388",954,954,954,954,147,67,453,476,472,750,222.5,375
"389",954,954,954,954,625,617.5,221,316,905,750,769,655
"390",954,954,954,954,625,617.5,221,316,905,750,769,655
"97",935,947,935,947,101,173,503,527,412,605.5,206,341
"395",935,947,935,947,166,295,441,474,466,605.5,252,328.5
"396",935,947,935,947,561,268,280,356,806,605.5,446,415.5
"398",935,947,935,947,166,295,441,474,466,605.5,252,328.5
"405",935,947,935,947,166,295,441,474,466,605.5,252,328.5
"200",935,938,935,938,545,66,353,421,872,684.5,498,571.5
"201",935,938,935,938,630,114,293,384,926,684.5,546,576
"202",935,938,935,938,469,138,422,458,837,684.5,532,646
"391",935,938,935,938,661,617.5,207,291,920,684.5,741,582
"392",935,938,935,938,566,624,276,352,867,684.5,726,630
"393",935,938,935,938,488.5,179.5,756.5,761.5,675.5,684.5,823.5,909.5
"394",935,938,935,938,566,624,276,352,867,684.5,726,630
"397",935,938,935,938,566,624,276,352,867,684.5,726,630
"399",935,938,935,938,566,624,276,352,867,684.5,726,630
"401",935,938,935,938,566,624,276,352,867,684.5,726,630
"403",935,938,935,938,566,624,276,352,867,684.5,726,630
"406",935,938,935,938,566,624,276,352,867,684.5,726,630
"407",935,938,935,938,488.5,179.5,756.5,761.5,675.5,684.5,823.5,909.5
"198",935,927,935,926,465,126,400,450,856,829.5,599,736.5
"199",935,927,935,926,379,159,483,501,819,829.5,619.5,782
"400",935,927,935,926,484,413,752,758,688,829.5,957,949
"402",935,927,935,926,484,413,752,758,688,829.5,957,949
"404",935,927,935,926,484,413,752,758,688,829.5,957,949
"408",935,927,935,926,484,413,752,758,688,829.5,957,949
"409",935,927,935,926,660,194,198,290,937,829.5,592,586
"410",935,927,935,926,562,522,266,348,896,829.5,765,731
"411",935,927,935,926,484,413,752,758,688,829.5,957,949
"673",935,921.5,935,926,142.5,275.5,844.5,843.5,552.5,951,842.5,955.5
"674",935,921.5,935,926,142.5,275.5,844.5,843.5,552.5,951,842.5,955.5
"1",899,917,899,917,220,108,803,817,579,567.5,582,836
"203",899,917,899,917,121,129,681,698,479,567.5,321,536
"208",899,917,899,917,685,187,305,397,855,567.5,527,508
"209",899,917,899,917,345,122,836,840,593,567.5,694,875
"289",899,917,899,917,161,40,605,635,462,567.5,257,434.5
"290",899,917,899,917,161,40,605,635,462,567.5,257,434.5
"291",899,917,899,917,161,40,605,635,462,567.5,257,434.5
"2",899,911,899,911,206,102,810,821,614,633.5,625,871
"204",899,911,899,911,613,215,334,410,874,633.5,574,565
"205",899,911,899,911,672.5,51.5,267.5,357.5,927.5,633.5,481.5,511.5
"206",899,911,899,911,512,225,385,447,838,633.5,552,589.5
"207",899,911,899,911,672.5,51.5,267.5,357.5,927.5,633.5,481.5,511.5
"3",899,904.5,899,893,216.5,200.5,801.5,807.5,658.5,750,769,928.5
"4",899,904.5,899,893,436,256,375,434,820,750,572,651
"5",899,904.5,899,893,216.5,200.5,801.5,807.5,658.5,750,769,928.5
"412",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"413",899,889,899,893,468,463,760,763,685,912,960,959
"414",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"415",899,889,899,893,599.5,790.5,243.5,325.5,931.5,912,926.5,826.5
"416",899,889,899,893,676,766,191,283.5,940,912,921.5,779.5
"417",899,904.5,899,893,742,458,173,255,948,750,711,579
"418",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"419",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"420",899,889,899,893,676,766,191,283.5,940,912,921.5,779.5
"421",899,904.5,899,893,742,458,173,255,948,750,711,579
"422",899,904.5,899,893,742,458,173,255,948,750,711,579
"423",899,904.5,899,893,742,458,173,255,948,750,711,579
"424",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"425",899,889,899,893,676,766,191,283.5,940,912,921.5,779.5
"426",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"427",899,889,899,893,599.5,790.5,243.5,325.5,931.5,912,926.5,826.5
"428",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"429",899,889,899,893,676,766,191,281,940,912,916,774
"430",899,904.5,899,893,742,458,173,255,948,750,711,579
"431",899,889,899,893,599.5,790.5,243.5,325.5,931.5,912,926.5,826.5
"432",899,889,899,893,676,766,191,283.5,940,912,921.5,779.5
"433",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"434",899,889,899,893,599.5,790.5,243.5,325.5,931.5,912,926.5,826.5
"435",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"436",899,889,899,893,599.5,790.5,243.5,325.5,931.5,912,926.5,826.5
"437",899,889,899,893,726.5,686.5,165.5,262.5,955.5,912,879.5,756.5
"438",899,889,899,893,599.5,790.5,243.5,325.5,931.5,912,926.5,826.5
"675",899,889,899,893,183,494,561,570,692,912,759,870
"10",837,871.5,837,871.5,174.5,153.5,429.5,483,476.5,535,158,302.5
"12",837,871.5,837,871.5,232,148,809,825,583,535,601,837
"13",837,871.5,837,871.5,174.5,153.5,429.5,483,476.5,535,158,302.5
"15",837,871.5,837,871.5,221.5,108,804.5,822.5,562.5,535,558.5,797.5
"17",837,871.5,837,871.5,174.5,153.5,429.5,483,476.5,535,158,302.5
"18",837,871.5,837,871.5,221.5,108,804.5,822.5,562.5,535,558.5,797.5
"24",837,871.5,837,871.5,174.5,153.5,429.5,481,476.5,535,148,300
"211",837,871.5,837,871.5,718,291,234,322,857,535,500,394
"215",837,871.5,837,871.5,686,697,319,398,821,535,781,588
"439",837,871.5,837,871.5,348,101,779,798,564,535,598,791
"769",837,871.5,837,871.5,192.5,83.5,633.5,653.5,458.5,535,271.5,450.5
"770",837,871.5,837,871.5,192.5,83.5,633.5,653.5,458.5,535,271.5,450.5
"98",837,859.5,837,859.5,346.5,396.5,387.5,442.5,681.5,605.5,431,448.5
"99",837,859.5,837,859.5,466.5,289.5,330.5,403.5,708.5,605.5,378.5,386.5
"100",837,859.5,837,859.5,571.5,375.5,236.5,311.5,760.5,605.5,434.5,364.5
"101",837,859.5,837,859.5,346.5,396.5,387.5,442.5,681.5,605.5,431,448.5
"102",837,859.5,837,859.5,466.5,289.5,330.5,403.5,708.5,605.5,378.5,386.5
"103",837,859.5,837,859.5,571.5,375.5,236.5,311.5,760.5,605.5,434.5,364.5
"104",837,859.5,837,859.5,571.5,375.5,236.5,311.5,760.5,605.5,434.5,364.5
"105",837,859.5,837,859.5,571.5,375.5,236.5,311.5,760.5,605.5,434.5,364.5
"210",837,859.5,837,859.5,321,402,838,838,603,605.5,840,917
"212",837,859.5,837,859.5,692,86,240,330,908,605.5,437,432
"213",837,859.5,837,859.5,321,402,838,838,603,605.5,840,917
"214",837,859.5,837,859.5,321,402,838,838,603,605.5,840,917
"9",837,850.5,837,850.5,432,720,390,445,790,684.5,783,727
"14",837,850.5,837,850.5,432,720,390,445,790,684.5,783,727
"16",837,850.5,837,850.5,432,720,390,445,790,684.5,783,727
"577",837,850.5,837,850.5,315,555,526,553,704,684.5,715,762
"605",837,850.5,837,850.5,283,30,834,836,605,684.5,672,892
"676",837,850.5,837,850.5,146,192,843,848,535,684.5,662.5,880
"6",837,822.5,837,822,578.5,602.5,262.5,344.5,899.5,829.5,809.5,740.5
"7",837,822.5,837,822,201,162,808,813,657,829.5,785,937
"8",837,822.5,837,822,578.5,602.5,262.5,344.5,899.5,829.5,809.5,740.5
"11",837,822.5,837,822,578.5,602.5,262.5,344.5,899.5,829.5,809.5,740.5
"19",837,822.5,837,822,515,325,302,381,876,829.5,647,685
"20",837,822.5,837,822,578.5,602.5,262.5,344.5,899.5,829.5,809.5,740.5
