"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"97",948,437,948,948,26,1,905,660,6,667.5,212.5,403
"757",947,372,947,947,8,18,367,257,31,918.5,22,262
"1",943,494,943,946,140,65,922,933,378,502.5,479,757
"98",943,442,943,945,143,74,707,731,508,567.5,359,563
"2",943,402.5,943,943.5,37,69,928,833,39,667.5,309,507
"193",943,402.5,943,943.5,24,86,197,273,181,667.5,4,190
"99",943,370.5,943,941.5,13,70,918,790,8,769,308,509
"386",943,370.5,943,941.5,28,402,209,230,207,769,74,235
"385",943,363,943,940,56,28,693,352,190,874,174,393
"3",935.5,495.5,935.5,938.5,226,195,786,793,453,482.5,478,634
"4",935.5,495.5,935.5,938.5,267,148,776,789,459,482.5,464,614
"661",935.5,410,935.5,937,23,107,914,806,34,580.5,284,451
"5",935.5,375,935.5,936,50,27,524,372,149,630,50,304.5
"101",935.5,334.5,935.5,934.5,27,14,901,639,9,797,247,450
"387",935.5,334.5,935.5,934.5,51,51,898,769,212,797,385,684
"565",935.5,325,935.5,933,131,104,919,843,325,851,634,881
"100",935.5,318,935.5,932,33,112,229,187,157,918.5,31,256
"8",906,653,906,930,150.5,596.5,61.5,232.5,210.5,313,16.5,64
"9",906,653,906,930,150.5,596.5,61.5,232.5,210.5,313,16.5,64
"662",906,653,906,930,715,331,683,845,320,313,647,526
"6",926.5,408.5,926.5,927.5,171,222,789,780,553,567.5,578,779
"7",926.5,408.5,926.5,927.5,223,75,761,757,584,567.5,493,734
"102",926.5,358,926.5,926,141,59,762,750,527,667.5,458,741.5
"388",906,582,906,920,724,565,560,778,398,372,767,565
"389",906,582,906,920,720.5,569.5,592.5,784.5,391.5,372,790.5,589.5
"390",906,582,906,920,664.5,579.5,670.5,807.5,382.5,372,799.5,662.5
"391",906,582,906,920,720.5,569.5,592.5,784.5,391.5,372,790.5,589.5
"392",906,582,906,920,724,565,560,778,398,372,767,565
"393",906,582,906,920,720.5,569.5,592.5,784.5,391.5,372,790.5,589.5
"394",906,582,906,920,664.5,579.5,670.5,807.5,382.5,372,799.5,662.5
"395",906,582,906,920,720.5,569.5,592.5,784.5,391.5,372,790.5,589.5
"396",906,582,906,920,724,565,560,778,398,372,767,565
"665",906,582,906,920,110,340,156,301,222,372,9,96
"856",906,582,906,920,167,138,782,879,267,372,319,452
"194",926.5,321.5,926.5,911.5,54,105,215,151,144,769,5,183
"195",926.5,321.5,926.5,911.5,32,8,913,599,5,769,236,426
"758",926.5,321.5,926.5,911.5,42,165,165,274,316,769,46,260
"759",926.5,321.5,926.5,911.5,112,234,130,227,425,769,89,274.5
"760",926.5,321.5,926.5,911.5,3,3,941,938,30,769,338,647
"853",926.5,321.5,926.5,911.5,31,13,900,771,28,769,294,500
"854",926.5,264,926.5,908,17,61,921,782,22,828.5,325.5,567
"470",906,519,906,907,343,292,566,746,421,440.5,400,448
"199",843,726,843,903,625.5,306.5,655.5,853.5,229.5,257,469.5,406.5
