"","Purity","Fmeasure","RI","ARI","silhouette","dunn","ball_hall","banfeld_raftery","calinski_harabasz","infomax","combined_rank","combined_rank2"
"565",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"566",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"567",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"568",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"569",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"570",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"571",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"572",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"573",930.5,930.5,930.5,930.5,255,555,908,871,568,907.5,923,948
"574",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"575",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"576",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"577",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"578",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"579",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"580",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"581",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"582",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"583",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"584",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"585",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"586",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"587",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"588",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"589",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"590",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"591",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"592",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"593",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"594",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"595",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"596",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"597",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"598",930.5,930.5,930.5,930.5,752,752,444,508,912,907.5,930,887
"599",930.5,930.5,930.5,930.5,770,547,372,449,933,907.5,911,854
"600",930.5,930.5,930.5,930.5,683,783,549,621,881,907.5,942,915
"85",898,898,898,898,202,16,687,698,559,808.5,471,721
"601",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"602",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"603",898,898,898,898,764,476,378,455,927,808.5,836,812
"604",898,898,898,898,676,611,556,628,874,808.5,924,902.5
"605",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"606",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"607",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"608",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"609",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"610",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"611",898,898,898,898,746,598,438,514,906,808.5,917,862
"612",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"613",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"614",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"615",898,898,898,898,290.5,424.5,901.5,864.5,581.5,808.5,863.5,941.5
"853",898,898,898,898,576.5,471.5,327.5,366.5,779.5,808.5,667.5,605.5
"854",898,898,898,898,576.5,471.5,327.5,366.5,779.5,808.5,667.5,605.5
"855",898,898,898,898,576.5,471.5,327.5,366.5,779.5,808.5,667.5,605.5
"856",898,898,898,898,576.5,471.5,327.5,366.5,779.5,808.5,667.5,605.5
"857",898,898,898,898,576.5,471.5,327.5,366.5,779.5,808.5,667.5,605.5
"858",898,898,898,898,576.5,471.5,327.5,366.5,779.5,808.5,667.5,605.5
"859",898,898,898,898,445,495,400,411,707.5,808.5,634.5,614.5
"860",898,898,898,898,576.5,471.5,327.5,366.5,779.5,808.5,667.5,605.5
"861",898,898,898,898,445,495,400,411,709,808.5,640,621
"862",898,898,898,898,576.5,471.5,327.5,366.5,779.5,808.5,667.5,605.5
"863",898,898,898,898,608.5,265.5,308.5,348.5,809.5,808.5,572.5,533.5
"864",898,898,898,898,608.5,265.5,308.5,348.5,809.5,808.5,572.5,533.5
"865",898,898,898,898,445,495,400,411,707.5,808.5,634.5,614.5
"86",863,866.5,863,863,195,116,683,712,590,705,486,697
"87",863,866.5,863,863,157,212,827,809,489,705,598,816
"181",863,866.5,863,863,717,358,335,383,872,705,676,629
"182",863,866.5,863,863,515.5,362.5,509.5,551.5,811.5,705,698.5,747.5
"183",863,866.5,863,863,188,24,877,844,509,705,571,840
"184",863,866.5,863,863,515.5,362.5,509.5,551.5,811.5,705,698.5,747.5
"277",863,866.5,863,863,283,166,634,682,611,705,547,699
"373",863,866.5,863,863,177,205,811,816,508,705,608,819
"661",863,846,863,863,384,614.5,635,673,698,907.5,885,905
"757",863,866.5,863,863,523.5,536.5,469.5,530.5,788.5,705,739.5,725.5
"758",863,866.5,863,863,592,558,396,477,807,705,731,680
"759",863,866.5,863,863,428.5,642.5,540.5,612.5,710.5,705,774.5,791.5
"760",863,866.5,863,863,523.5,536.5,469.5,530.5,788.5,705,739.5,725.5
